time_step,time_hours,zone,demand,thermal,nuclear,solar,wind,solar_spill,wind_spill,hydro_release,hydro_ror,hydro_spill,battery_charge,battery_discharge,battery_soc,pumped_charge,pumped_discharge,pumped_level,demand_response,unserved,overgen_spill
0,0.0,R1Z1,89.52539560685008,0.0,0.0,3.358478358333457,156.41433021007376,-8.43769498715119e-15,0.0,0.0,48.27353796555676,0.0,0.0,0.0,0.0,80.0,0.0,438.7330464076818,0.0,0.0,0.0
0,0.0,R1Z2,100.11135144894534,0.0,0.0,0.0,58.23728210470109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z3,137.70646093901087,0.0,0.0,5.883028096355112,60.19793774630643,-6.217248937900877e-15,0.0,0.0,24.13676898277838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z4,71.56410029387715,0.0,0.0,0.0,83.70097275769243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.49062253648233,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z5,98.78291892825882,0.0,0.0,6.9879918827091245,119.95354004263747,-6.217248937900877e-15,0.0,0.0,48.27353796555676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z6,107.1734308542319,0.0,0.0,0.0,162.74195055672553,0.0,0.0,0.0,48.27353796555676,0.0,0.0,0.0,62.1294591302552,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z7,80.78201638982954,0.0,0.0,3.7502788618623555,65.81047296266706,8.881784197001252e-16,0.0,0.0,48.27353796555676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z8,122.56875915988326,0.0,0.0,0.0,43.75514392842773,0.0,0.0,0.0,48.27353796555676,0.0,0.0,37.95700415733271,59.850119878366755,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z1,110.78972188595894,0.0,135.0,0.0,25.112228074302024,0.0,0.0,0.0,48.27353796555676,0.0,0.0,0.0,34.34937897023495,40.85831455379656,0.0,449.031157079385,0.0,0.0,0.0
0,0.0,R2Z2,84.96555271437383,0.0,135.0,8.951519322476864,9.78793863497168,1.7763568394002505e-15,0.0,0.0,24.13676898277838,0.0,0.0,0.0,36.37915565800095,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z3,99.05515768928319,0.0,0.0,13.354493059770633,64.82997883572567,5.329070518200751e-15,0.0,0.0,24.13676898277838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z4,103.6419131933939,0.0,0.0,27.944075396339755,35.30498731819986,3.552713678800501e-15,0.0,0.0,24.13676898277838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z5,116.12837753734618,0.0,0.0,8.300910781407367,32.74364053992179,-1.7763568394002505e-15,0.0,0.0,48.27353796555676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z6,99.80905292310642,0.0,0.0,8.786903657267828,29.328316809427804,1.7763568394002505e-15,0.0,0.0,48.27353796555676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z7,107.44612793108598,0.0,0.0,10.02887848387704,6.444862564254432,0.0,0.0,0.0,24.13676898277838,0.0,0.0,0.0,32.706682191140835,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z8,82.26693516944226,0.0,0.0,24.080972618092233,148.6299258639046,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,64.04477803655301,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z9,97.75553235581687,0.0,0.0,18.5220255426432,25.54979923684209,0.0,0.0,0.0,24.13676898277838,0.0,0.0,0.0,34.115692147425534,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z10,94.97987488481903,0.0,0.0,0.7908064043762781,3.6998388840598295,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,37.04500718907808,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R3Z1,64.26561370185784,0.0,135.0,5.02004425220332,149.35279177762908,-1.2434497875801753e-14,0.0,0.0,48.27353796555676,0.0,0.0,0.0,0.0,80.0,0.0,357.44306590773925,0.0,0.0,0.0
0,0.0,R3Z2,84.35620705379934,0.0,135.0,0.0,1.6137078409143513,0.0,18.462053326962,0.0,24.13676898277838,0.0,0.0,0.0,0.0,80.0,0.0,382.99740940399204,0.0,0.0,0.0
0,0.0,R3Z3,86.54451530829418,0.0,0.0,0.0,107.13694137105173,0.0,0.0,0.0,24.13676898277838,0.0,45.0,0.0,40.7888816316166,0.0,0.0,0.0,0.0,0.0,0.0
