time_step,time_hours,zone,demand,thermal,nuclear,solar,wind,renewable,solar_spill,wind_spill,renewable_spill,hydro_release,hydro_ror,hydro_spill,battery_charge,battery_discharge,battery_soc,pumped_charge,pumped_discharge,pumped_level,demand_response,unserved,overgen_spill
1,0.25,R2Z4,134.11430241287243,0.0,0.0,8.481968525291563,42.46880021500637,50.95076874029793,3.552713678800501e-15,0.0,3.552713678800501e-15,0.0,34.48572573634943,0.0,90.0,90.0,136.4270404714511,0.0,0.0,0.0,0.0,0.0,0.0
1,0.25,R2Z5,66.39560041073926,0.0,0.0,0.0,59.306680698432466,59.306680698432466,0.0,0.0,0.0,0.0,34.48572573634943,0.0,45.0,18.072931571055612,75.71855199570993,0.0,0.0,0.0,0.0,0.0,0.0
1,0.25,R2Z6,121.6867912509925,0.0,0.0,3.08122905818432,50.72179677803784,53.80302583622216,-2.220446049250313e-15,0.0,-2.220446049250313e-15,0.0,34.48572573634943,0.0,90.0,90.0,136.4270404714511,0.0,0.0,0.0,0.0,0.0,0.0
1,0.25,R2Z7,123.7394939970398,0.0,0.0,8.811897331581932,117.64645380884815,126.45835114043008,-5.329070518200751e-15,0.0,-5.329070518200751e-15,0.0,68.97145147269886,0.0,45.0,45.0,68.21352023572555,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R1Z1,121.11714764435779,0.0,135.0,11.567095761819331,72.22557687168103,83.79267263350036,-1.7763568394002505e-15,0.0,-1.7763568394002505e-15,220.0,31.5354105415574,0.0,90.0,90.0,156.60880182260206,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R1Z2,122.67276803095677,0.0,135.0,1.6682843530768565,81.70758809721805,83.3758724502949,-5.329070518200751e-15,0.0,-5.329070518200751e-15,86.38177258734189,63.0708210831148,0.0,90.0,90.0,156.608801822602,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R1Z3,117.52495968866648,0.0,0.0,9.751587161877318,0.0,9.751587161877318,0.0,0.0,0.0,0.0,63.0708210831148,0.0,90.0,90.0,155.2217967057859,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R1Z4,65.61596893530515,0.0,0.0,1.256586407642878,48.0592576985901,49.31584410623298,2.4424906541753444e-15,0.0,2.4424906541753444e-15,0.0,63.0708210831148,0.0,90.0,90.0,156.60880182260206,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R1Z5,110.69409034888976,0.0,0.0,14.320221858553161,41.944051850687636,56.2642737092408,1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.0,31.5354105415574,0.0,45.0,45.0,78.30440091130103,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R2Z1,74.54363624576047,0.0,135.0,4.987700500921456,33.81205958047423,38.79976008139568,-8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,31.5354105415574,0.0,90.0,90.0,131.52427172676232,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R2Z2,93.3207048671827,0.0,0.0,0.0,57.50499459628193,57.50499459628193,0.0,0.0,0.0,0.0,63.0708210831148,0.0,90.0,90.0,131.52427172676232,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R2Z3,118.05430570772559,0.0,0.0,8.090382253168041,17.116416675552163,25.206798928720204,0.0,0.0,0.0,79.83270852976028,63.0708210831148,0.0,90.0,90.0,131.52427172676232,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R2Z4,106.39600585562445,0.0,0.0,13.935228083296948,43.45350703212535,57.3887351154223,-1.7763568394002505e-15,0.0,-1.7763568394002505e-15,0.0,31.5354105415574,0.0,90.0,90.0,131.52427172676232,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R2Z5,75.27424602906456,0.0,0.0,0.0,44.15235361704282,44.15235361704282,0.0,0.0,0.0,0.0,31.5354105415574,0.0,45.0,45.0,73.26716762336554,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R2Z6,120.48031213609904,0.0,0.0,4.918361706089605,48.42102136990333,53.339383075992934,1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.0,31.5354105415574,0.0,90.0,90.0,131.52427172676232,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,R2Z7,107.17544005397937,0.0,0.0,8.61029261232298,59.51906836458028,68.12936097690326,-7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,63.0708210831148,0.0,45.0,45.0,65.76213586338116,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R1Z1,105.05255448658136,0.0,135.0,12.54052881255032,105.9907964922183,118.53132530476861,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,38.44253321100641,0.0,90.0,90.0,151.70603307791328,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R1Z2,111.66900713933366,0.0,135.0,1.3119603851968407,84.12437603137747,85.4363364165743,5.773159728050814e-15,0.0,5.773159728050814e-15,0.0,76.88506642201283,0.0,90.0,90.0,151.70603307791325,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R1Z3,128.42906446481737,0.0,0.0,6.445400059127609,0.0,6.445400059127609,0.0,0.0,0.0,0.0,76.88506642201283,0.0,90.0,90.0,150.3190279610971,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R1Z4,73.91500739866835,0.0,0.0,4.311805907631985,44.55514411332969,48.866950020961674,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,76.88506642201283,0.0,90.0,90.0,151.70603307791328,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R1Z5,87.76216235878331,0.0,0.0,8.596652888642062,41.475521536688134,50.072174425330196,0.0,0.0,0.0,0.0,38.44253321100641,0.0,45.0,45.0,75.85301653895664,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R2Z1,80.33781079204994,0.0,135.0,8.930687416437408,44.554615518945056,53.485302935382464,-1.7763568394002505e-15,0.0,-1.7763568394002505e-15,0.0,38.44253321100641,0.0,90.0,90.0,126.62150298207357,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R2Z2,107.26570103216787,0.0,0.0,0.0,30.050670684752877,30.050670684752877,0.0,0.0,0.0,0.0,76.88506642201283,0.0,90.0,90.0,126.62150298207357,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R2Z3,123.91719245122064,0.0,0.0,13.08325275767887,48.73846495010514,61.82171770778401,0.0,0.0,0.0,0.0,76.88506642201283,0.0,90.0,90.0,126.62150298207357,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R2Z4,140.91380514934588,0.0,0.0,15.602352472034557,20.299161349609843,35.9015138216444,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,38.44253321100641,0.0,90.0,90.0,126.62150298207357,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R2Z5,78.09824450341796,0.0,0.0,0.0,46.70536493239334,46.70536493239334,0.0,0.0,0.0,0.0,38.44253321100641,0.0,45.0,45.0,70.81578325102114,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R2Z6,120.80823309817804,0.0,0.0,12.28269519528434,45.45987549136852,57.74257068665286,-1.7763568394002505e-15,0.0,-1.7763568394002505e-15,0.0,38.44253321100641,0.0,90.0,90.0,126.62150298207355,0.0,0.0,0.0,0.0,0.0,0.0
3,0.75,R2Z7,119.3231389767412,0.0,0.0,12.528008740507843,72.82122661904259,85.34923535955043,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,76.88506642201283,0.0,45.0,45.0,63.31075149103678,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R1Z1,104.60995683181366,0.0,135.0,13.098836511132703,93.51758795131866,106.61642446245136,-7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,38.11933563144831,0.0,90.0,90.0,146.8032643332245,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R1Z2,82.7042541756189,0.0,135.0,4.205038744201218,110.2714368798924,114.47647562409362,0.0,0.0,0.0,0.0,76.23867126289662,0.0,90.0,74.11982541321973,151.22933897043868,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R1Z3,114.11206844476372,0.0,0.0,5.712192505935028,0.0,5.712192505935028,0.0,0.0,0.0,0.0,76.23867126289662,0.0,90.0,90.0,145.41625921640832,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R1Z4,64.99581574707456,0.0,0.0,5.780225764097498,31.357669163485124,37.13789492758262,-2.6645352591003757e-15,0.0,-2.6645352591003757e-15,0.0,76.23867126289662,0.0,90.0,90.0,146.8032643332245,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R1Z5,104.98088865620196,0.0,0.0,18.553916164082175,29.286809770679334,47.84072593476151,0.0,0.0,0.0,0.0,38.11933563144831,0.0,45.0,45.0,73.40163216661225,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R2Z1,60.3832697669644,0.0,135.0,15.946511539630691,52.76994385360395,68.71645539323464,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,38.11933563144831,0.0,90.0,90.0,121.7187342373848,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R2Z2,109.25453930981227,0.0,0.0,0.0,50.95330604827939,50.95330604827939,0.0,0.0,0.0,0.0,76.23867126289662,0.0,90.0,90.0,121.7187342373848,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R2Z3,90.71393357913334,0.0,0.0,17.144034916598336,55.56554421858625,72.70957913518458,0.0,0.0,0.0,0.0,76.23867126289662,0.0,90.0,90.0,121.7187342373848,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R2Z4,172.23898455339366,0.0,0.0,5.932808376258521,51.92333865873725,57.85614703499577,-2.6645352591003757e-15,0.0,-2.6645352591003757e-15,0.0,38.11933563144831,0.0,90.0,90.0,121.7187342373848,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R2Z5,66.5607925604155,0.0,0.0,0.0,57.19621402344512,57.19621402344512,0.0,0.0,0.0,0.0,38.11933563144831,0.0,45.0,45.0,68.36439887867675,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R2Z6,116.81406870083914,0.0,0.0,10.47661132689477,53.44685739567491,63.92346872256968,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,38.11933563144831,0.0,90.0,5.90520890587382,145.15738221631767,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,R2Z7,119.6359876443156,0.0,0.0,13.966133918642953,97.64525605982212,111.61138997846507,3.552713678800501e-15,0.0,3.552713678800501e-15,0.0,76.23867126289662,0.0,45.0,45.0,60.8593671186924,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R1Z1,98.42759223356116,0.0,135.0,15.514311876770947,68.05025963289515,83.5645715096661,-1.7763568394002505e-15,0.0,-1.7763568394002505e-15,0.0,29.679579346568676,0.0,90.0,90.0,141.90049558853573,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R1Z2,80.99423551926569,0.0,135.0,5.526746223678771,81.87493534333547,87.40168156701424,2.6645352591003757e-15,0.0,2.6645352591003757e-15,0.0,59.35915869313735,0.0,90.0,90.0,146.32657022574992,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R1Z3,111.93510211296004,0.0,0.0,7.355092810516918,0.0,7.355092810516918,0.0,0.0,0.0,0.0,59.35915869313735,0.0,90.0,90.0,140.51349047171956,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R1Z4,71.7187608546974,0.0,0.0,6.0121181371471195,52.44964721948299,58.46176535663011,2.6645352591003757e-15,0.0,2.6645352591003757e-15,0.0,59.35915869313735,0.0,90.0,90.0,141.90049558853573,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R1Z5,103.13628638826297,0.0,0.0,17.142723871530123,65.09060843664173,82.23333230817185,3.552713678800501e-15,0.0,3.552713678800501e-15,0.0,29.679579346568676,0.0,45.0,45.0,70.95024779426787,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R2Z1,78.08643747387428,0.0,135.0,14.42090571306391,40.66839734872934,55.08930306179325,0.0,0.0,0.0,0.0,29.679579346568676,0.0,90.0,90.0,116.81596549269602,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R2Z2,109.10970492585794,0.0,0.0,0.0,50.84475337702111,50.84475337702111,0.0,0.0,0.0,15.420291393002707,59.35915869313735,0.0,90.0,90.0,116.81596549269602,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R2Z3,98.61862273292343,0.0,0.0,18.808785921114882,25.7103081842735,44.51909410538838,0.0,0.0,0.0,0.0,59.35915869313735,0.0,90.0,90.0,116.81596549269602,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R2Z4,120.752886332391,0.0,0.0,9.71077117017689,37.33311012359706,47.04388129377395,1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.0,29.679579346568676,0.0,90.0,90.0,116.81596549269602,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R2Z5,57.691982237825854,0.0,0.0,0.0,38.29267492767413,38.29267492767413,0.0,0.0,0.0,0.0,29.679579346568676,0.0,45.0,45.0,65.91301450633236,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R2Z6,119.7836750398072,0.0,0.0,18.93756504923003,53.97533941106664,72.91290446029667,0.0,0.0,0.0,0.0,29.679579346568676,0.0,90.0,90.0,140.25461347162891,0.0,0.0,0.0,0.0,0.0,0.0
5,1.25,R2Z7,110.78127714764943,0.0,0.0,11.039067624749663,107.33037162259974,118.3694392473494,1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.0,59.35915869313735,0.0,45.0,45.0,58.40798274634801,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R1Z1,102.33596110620644,0.0,135.0,15.980213596136238,104.62440611044048,120.60461970657671,0.0,0.0,0.0,0.0,33.114710183637484,0.0,90.0,90.0,136.99772684384698,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R1Z2,107.52807951632298,0.0,135.0,7.492004092033454,156.6908324023891,164.18283649442256,-8.881784197001252e-15,0.0,-8.881784197001252e-15,0.0,66.22942036727497,0.0,90.0,90.0,141.42380148106116,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R1Z3,126.5055491579615,0.0,0.0,7.693697502047524,0.0,7.693697502047524,0.0,0.0,0.0,0.0,66.22942036727497,0.0,90.0,90.0,135.6107217270308,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R1Z4,67.15821379513997,0.0,0.0,6.224192512044922,42.23424804577594,48.458440557820865,-8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,66.22942036727497,0.0,90.0,90.0,136.99772684384698,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R1Z5,122.77777759232445,0.0,0.0,13.194409799024129,46.00380374641449,59.19821354543862,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,33.114710183637484,0.0,45.0,45.0,68.49886342192349,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R2Z1,97.79882824461838,0.0,135.0,15.199214602268768,80.0,95.19921460226877,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,33.114710183637484,0.0,90.0,0.0,136.99772684384695,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R2Z2,141.8069073559746,0.0,0.0,0.0,41.495623118226746,41.495623118226746,0.0,0.0,0.0,0.0,66.22942036727497,0.0,90.0,90.0,111.91319674800725,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R2Z3,112.71743603948799,0.0,0.0,16.35938884510032,35.60531188762223,51.96470073272255,3.552713678800501e-15,0.0,3.552713678800501e-15,0.0,66.22942036727497,0.0,90.0,90.0,111.91319674800725,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R2Z4,118.3242805755473,0.0,0.0,21.549436221594704,78.5206428402487,100.0700790618434,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,33.114710183637484,0.0,90.0,90.0,111.91319674800725,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R2Z5,75.41595062933912,0.0,0.0,0.0,72.73471694510152,72.73471694510152,0.0,0.0,0.0,0.0,33.114710183637484,0.0,45.0,45.0,63.461630133987974,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R2Z6,121.68936699456052,0.0,0.0,11.869020336981166,80.0,91.86902033698117,0.0,0.0,0.0,0.0,33.114710183637484,0.0,90.0,90.0,135.35184472694016,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5,R2Z7,124.3240544834408,0.0,0.0,10.177322768771802,145.72152501557656,155.89884778434836,0.0,0.0,0.0,0.0,66.22942036727497,0.0,45.0,31.161069346758566,59.81374362361999,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R1Z1,113.61708540181637,0.0,135.0,23.81096321148445,93.59940684051672,117.41037005200117,3.552713678800501e-15,0.0,3.552713678800501e-15,0.0,28.81721389004864,0.0,90.0,90.0,132.0949580991582,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R1Z2,124.57618249004132,0.0,135.0,5.021268034900984,110.80856349313771,115.8298315280387,-6.217248937900877e-15,0.0,-6.217248937900877e-15,0.0,57.63442778009728,0.0,90.0,84.1962631045656,138.13863287883748,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R1Z3,116.18849733402864,0.0,0.0,9.33137165866948,0.0,9.33137165866948,0.0,0.0,0.0,0.0,57.63442778009728,0.0,90.0,90.0,130.70795298234202,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R1Z4,79.38162359377864,0.0,0.0,5.52506512151777,80.0,85.52506512151777,-8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,57.63442778009728,0.0,90.0,90.0,132.0949580991582,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R1Z5,92.42196692959394,0.0,0.0,15.294678506381985,80.0,95.29467850638198,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,28.81721389004864,0.0,45.0,45.0,66.0474790495791,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R2Z1,85.13123826550314,0.0,135.0,13.203478447321423,44.09787341306817,57.301351860389595,0.0,0.0,0.0,75.787404348166,28.81721389004864,0.0,90.0,90.0,132.0949580991582,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R2Z2,102.55389797850071,0.0,0.0,0.0,61.51218005971511,61.51218005971511,0.0,0.0,0.0,0.0,57.63442778009728,0.0,90.0,90.0,107.01042800331848,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R2Z3,117.60448961968605,0.0,0.0,14.971339072401456,51.22891797141609,66.20025704381754,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,57.63442778009728,0.0,90.0,90.0,107.01042800331848,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R2Z4,138.80797346012466,0.0,0.0,15.519587410191484,36.85700958012993,52.37659699032142,-1.7763568394002505e-15,0.0,-1.7763568394002505e-15,0.0,28.81721389004864,0.0,90.0,90.0,107.01042800331848,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R2Z5,70.9357266312183,0.0,0.0,0.0,34.01306964488944,34.01306964488944,0.0,0.0,0.0,0.0,28.81721389004864,0.0,45.0,45.0,61.01024576164359,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R2Z6,130.62134983950745,0.0,0.0,12.011297754952885,52.64382788788584,64.65512564283873,-7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,28.81721389004864,0.0,90.0,90.0,130.44907598225137,0.0,0.0,0.0,0.0,0.0,0.0
7,1.75,R2Z7,114.54336462792051,0.0,0.0,19.07195580339436,85.57150957009945,104.64346537349381,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,57.63442778009728,0.0,45.0,45.0,57.362359251275606,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,R1Z1,111.67349412756792,0.0,135.0,13.89149460183475,156.69113337545002,170.58262797728477,-1.7763568394002505e-15,0.0,-1.7763568394002505e-15,0.0,39.3357525576336,0.0,90.0,0.0,152.27671945030912,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,R1Z2,125.41569031687044,0.0,135.0,8.687562788873464,68.56060688795644,77.2481696768299,0.0,0.0,0.0,0.0,78.6715051152672,0.0,90.0,0.0,158.3203942299884,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,R1Z3,120.83279951015378,0.0,0.0,7.873170798544864,0.0,7.873170798544864,0.0,0.0,0.0,0.0,78.6715051152672,0.0,90.0,0.0,150.88971433349295,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,R1Z4,66.13828833762078,0.0,0.0,5.371285076302641,47.77660351073248,53.14788858703512,-2.6645352591003757e-15,0.0,-2.6645352591003757e-15,0.0,78.6715051152672,0.0,90.0,0.0,152.27671945030912,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,R1Z5,107.53998501231844,0.0,0.0,21.812426206820923,54.43361703425047,76.24604324107139,-7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,39.3357525576336,0.0,45.0,0.0,76.13835972515456,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,R2Z1,94.6119575911639,0.0,135.0,18.25552258230855,44.332963221608416,62.58848580391697,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,39.3357525576336,0.0,90.0,90.0,127.19218935446942,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,R2Z2,123.93751389763995,0.0,0.0,0.0,37.255207040296774,37.255207040296774,0.0,0.0,0.0,0.0,78.6715051152672,0.0,90.0,90.0,102.10765925862971,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,R2Z3,89.50228734217963,0.0,0.0,14.335243684804986,51.40441518267682,65.73965886748181,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,78.6715051152672,0.0,90.0,60.6639627337986,110.28411158859309,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,R2Z4,152.4218328239431,0.0,0.0,17.067242576852237,40.466621945514575,57.53386452236681,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,39.3357525576336,0.0,90.0,0.0,127.1921893544694,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,R2Z5,70.37765333505769,0.0,0.0,0.0,43.51681449209216,43.51681449209216,0.0,0.0,0.0,0.0,39.3357525576336,0.0,45.0,0.0,71.10112643721905,0.0,0.0,0.0,0.0,0.0,0.0
