time_step,time_hours,zone,demand,thermal,nuclear,solar,wind,solar_spill,wind_spill,hydro_release,hydro_ror,hydro_spill,battery_charge,battery_discharge,battery_soc,pumped_charge,pumped_discharge,pumped_level,demand_response,unserved,overgen_spill
0,0.0,R1Z1,148.49359419903467,0.0,0.0,4.850970887094,17.91810156258859,0.0,0.0,0.0,38.5053630622309,0.0,0.0,48.114647562728976,217.2311957330759,0.0,80.0,208.9193323030177,0.0,0.0,0.0
0,0.0,R1Z2,147.39289628750885,0.0,0.0,0.0,72.19168246768552,0.0,0.0,0.0,77.0107261244618,0.0,0.0,0.0,124.18311669655691,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z3,163.48233805103987,0.0,0.0,3.936313932065275,91.89681727528394,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,23.3046613046769,244.7624915515105,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z4,184.90969699807866,0.0,0.0,0.0,85.35841765555601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.94786666900964,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z5,246.32391839208165,0.0,0.0,2.678108103340861,74.94866773115113,3.9968028886505635e-15,0.0,0.0,38.5053630622309,0.0,0.0,0.0,125.16780964602322,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z6,265.79253578564953,0.0,0.0,4.0437160661392255,74.02544676407561,-4.440892098500626e-15,0.0,0.0,38.5053630622309,0.0,0.0,90.0,196.17007935994081,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z7,206.7449343873983,0.0,0.0,0.0,146.44584643594212,0.0,0.0,0.0,77.0107261244618,0.0,0.0,90.0,209.1564766907054,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z8,109.55988109672033,0.0,0.0,4.470527067924664,102.2135966927384,1.7763568394002505e-15,0.0,0.0,77.0107261244618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z9,223.10959214038468,0.0,0.0,7.795859813136971,70.74237067247428,-2.6645352591003757e-15,0.0,0.0,38.5053630622309,0.0,0.0,45.0,102.91727650705809,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z1,150.0876657645834,0.0,135.0,6.227197420470091,39.49491255819446,-8.881784197001252e-16,0.0,220.0,77.0107261244618,0.0,0.0,0.0,138.5919433603321,0.0,0.0,325.3258140149657,0.0,0.0,0.0
0,0.0,R2Z2,129.53895167621528,0.0,135.0,11.275985857471042,34.83603317314868,3.552713678800501e-15,0.0,0.0,38.5053630622309,0.0,0.0,0.0,0.0,0.0,0.0,258.79803880928336,0.0,0.0,0.0
0,0.0,R2Z3,233.24587053777884,0.0,0.0,0.0,43.0044433023621,0.0,0.0,0.0,77.0107261244618,0.0,0.0,0.0,245.2123332487774,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z4,161.95203756851825,0.0,0.0,0.0,26.21701138820385,0.0,0.0,0.0,38.5053630622309,0.0,0.0,0.0,97.01779841565856,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z5,164.27843787486387,0.0,0.0,0.0,114.5961170818414,0.0,0.0,0.0,38.5053630622309,0.0,0.0,0.0,244.76217462795765,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z6,114.39809350797694,0.0,0.0,0.0,155.54919340890598,0.0,0.0,0.0,38.5053630622309,0.0,0.0,0.0,131.46572614274646,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R3Z1,108.87088854853876,0.0,0.0,3.0108177656379453,43.994657840921775,2.220446049250313e-15,0.0,0.0,38.5053630622309,0.0,0.0,0.0,106.09626585909939,0.0,0.0,0.0,0.0,0.0,0.0
