time_step,time_hours,zone,demand,thermal,nuclear,solar,wind,solar_spill,wind_spill,hydro_release,hydro_ror,hydro_spill,battery_charge,battery_discharge,battery_soc,pumped_charge,pumped_discharge,pumped_level,demand_response,unserved,overgen_spill
0,0.0,R1Z1,83.07183542352024,0.0,135.0,0.0,120.32719372121815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,395.0148780921628,0.0,0.0,0.0
0,0.0,R1Z2,114.71637193247612,0.0,0.0,5.648780665599929,157.3121313974441,5.329070518200751e-15,0.0,0.0,0.0,0.0,1.8102647870734359,0.0,154.91359791675998,80.0,80.0,445.12856143862393,0.0,0.0,0.0
0,0.0,R1Z3,77.92886675363671,0.0,0.0,3.2110646915872536,111.17939889839575,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z4,105.24229316563594,0.0,0.0,1.9020390047158457,71.7395732149514,6.217248937900877e-15,0.0,0.0,66.679734553017,0.0,0.0,0.0,325.0284249352079,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z5,114.28551573941301,0.0,0.0,4.861667841670723,57.60880038700171,0.0,0.0,0.0,66.679734553017,0.0,0.0,0.0,293.65650241018056,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z6,77.71107058333902,0.0,0.0,0.0,110.39574116813783,0.0,0.0,0.0,33.3398672765085,0.0,0.0,0.0,160.73406795543863,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z7,67.54410317274558,0.0,0.0,5.883084815256417,37.45908794001772,1.7763568394002505e-15,0.0,0.0,33.3398672765085,0.0,0.0,0.0,328.8427220254307,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z8,67.53730480869325,0.0,0.0,0.0,37.33431873008903,0.0,0.0,0.0,66.679734553017,0.0,0.0,0.0,265.52652827943916,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R1Z9,135.23653053206056,0.0,0.0,0.0,89.22344161424459,0.0,0.0,0.0,33.3398672765085,0.0,0.0,0.0,126.15992982345746,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z1,95.00189037307511,0.0,0.0,0.0,106.59346317389762,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.629085183267,0.0,0.0,0.0
0,0.0,R2Z2,113.81062943631505,0.0,0.0,2.087120288356136,27.970558053951894,-1.3322676295501878e-15,0.0,0.0,33.3398672765085,0.0,0.0,0.0,0.0,0.0,0.0,411.47532449672866,0.0,0.0,0.0
0,0.0,R2Z3,133.02331140050012,0.0,0.0,0.0,40.72125875223938,0.0,0.0,0.0,0.0,0.0,45.0,0.0,133.35857365165296,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z4,118.01574192633063,0.0,0.0,0.0,80.07313250673425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.53770209589348,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z5,126.41729503999986,0.0,0.0,6.725837605181297,84.63015569770826,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z6,107.19378997958948,0.0,0.0,3.222012661146948,73.25451578730284,-4.440892098500626e-15,0.0,0.0,33.3398672765085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z7,73.8693367781328,0.0,0.0,3.611647230108794,60.66242238508672,-8.881784197001252e-16,0.0,0.0,66.679734553017,0.0,0.0,0.0,133.8992550154315,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z8,124.90029630413953,0.0,0.0,0.0,137.90619931496929,0.0,0.0,0.0,33.3398672765085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z9,68.76788603462246,0.0,0.0,0.0,33.925322004771175,0.0,0.0,0.0,66.679734553017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z10,104.22370675156775,0.0,0.0,0.34419013854605396,88.88027716361134,-2.7755575615628914e-15,0.0,0.0,66.679734553017,0.0,0.0,0.0,286.52921148804234,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z11,92.3656816808655,0.0,0.0,4.645204845584999,77.032577131168,8.881784197001252e-16,0.0,0.0,66.679734553017,0.0,12.205514808386674,0.0,267.4368060142934,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,R2Z12,95.38945646111625,0.0,0.0,0.0,60.49837447714598,0.0,0.0,0.0,33.3398672765085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.25,R1Z1,74.47074205268254,0.0,135.0,0.0,84.51788878641443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,413.3634047764912,0.0,0.0,0.0
1,0.25,R1Z2,97.12231620045067,0.0,0.0,0.0,239.45014329039319,0.0,0.0,0.0,0.0,0.0,45.0,0.0,164.86316456795436,80.0,80.0,441.99598728318534,0.0,0.0,0.0
1,0.25,R1Z3,90.9106360847552,0.0,0.0,0.0,139.72416409783816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.25,R1Z4,99.18326210906324,0.0,0.0,0.0,117.9254149933426,0.0,0.0,0.0,69.40570050121502,0.0,35.33923632820827,0.0,332.52912475955594,0.0,0.0,0.0,0.0,0.0,0.0
