time_step,time_hours,net_import,net_export,thermal_total,nuclear_total,solar_total,wind_total,hydro_release_total,hydro_ror_total,battery_discharge_total,pumped_discharge_total,demand_total,demand_response_total,unserved_total,solar_spill_total,wind_spill_total,overgen_spill_total,battery_soc_total,pumped_level_total,hydro_spill_total
0,0.0,0.0,243.22981697206504,0.0,675.0,63.98957521529204,1374.5083497450598,0.0,691.5984435414198,491.7108285394954,320.0,2369.895473429955,0.0,0.0,3.1585845050585704e-14,0.0,0.0,566.0244384893392,2259.0361279012823,0.0
1,0.25,0.0,217.19678731414123,0.0,675.0,59.64507159106594,1382.7355476707746,0.0,506.4181080512821,678.851941591157,320.0,2383.9818798744623,0.0,0.0,1.176836406102666e-14,0.0,0.0,562.422763107844,2210.8718584359117,1006.5945994213653
2,0.5,0.0,302.24613725927634,0.0,675.0,43.07860080814013,1435.0809052204893,0.0,671.9357926281341,795.0525437618811,320.0,2420.3750423493634,0.0,0.0,-2.3314683517128287e-15,0.0,0.0,526.634766739443,2207.8246090391835,1006.5945994213653
3,0.75,0.0,298.89368963034684,0.0,675.0,35.03390926526385,1363.1587542581067,0.0,659.8478220132833,782.2996626566487,320.0,2394.234766244557,0.0,0.0,1.5543122344752192e-15,0.0,0.0,494.4912544186855,2187.2175777036673,0.0
4,1.0,0.0,377.5966525628003,0.0,675.0,51.285177431199884,1439.415937470419,0.0,848.6551003189911,791.8279825792224,320.0,2493.5875452370324,0.0,0.0,-5.662137425588298e-15,0.0,0.0,459.69870458822754,2192.927935187442,0.0
5,1.25,0.0,392.94217912618717,0.0,675.0,89.05695414668943,1476.6579414220403,0.0,644.9953335361308,793.8328775453417,320.0,2489.744424390878,0.0,0.0,4.8405723873656825e-14,0.0,0.0,424.38395609616674,2166.420688822533,0.0
6,1.5,0.0,369.13919919461205,0.0,675.0,81.63369879620356,1630.7074778235285,0.0,757.5380864756205,667.6715028009187,320.0,2508.411566701659,0.0,0.0,-4.7628567756419216e-14,0.0,0.0,424.7230320848146,2172.1481084253687,1006.5945994213648
7,1.75,0.0,353.92317245450863,0.0,675.0,94.30308047367812,1524.4830208398782,0.0,736.0757180092729,738.0962802742922,320.0,2567.987828604096,0.0,0.0,2.4424906541753444e-15,0.0,0.0,405.1840482950329,2157.1283934112985,0.0
8,2.0,0.0,442.95220975738783,0.0,675.0,132.71349918194866,1391.365505186238,0.0,962.3077865626564,672.741642407825,320.0,2597.748398049938,0.0,0.0,2.098321516541546e-14,0.0,0.0,404.1161698193903,2129.8510032043296,0.0
9,2.25,0.0,428.0478343491411,0.0,675.0,168.95851399606414,1491.2287641673024,0.0,872.557111998065,738.1858325208981,320.0,2655.7604016468517,0.0,0.0,-3.375077994860476e-14,0.0,0.0,384.5777861045477,2118.614403824882,0.0
