time_step,time_hours,net_import,net_export,thermal_total,nuclear_total,solar_total,wind_total,renewable_total,hydro_release_total,hydro_ror_total,battery_discharge_total,pumped_discharge_total,demand_total,demand_response_total,unserved_total,solar_spill_total,wind_spill_total,renewable_spill_total,overgen_spill_total,battery_soc_total,pumped_level_total
28,7.0,0.0,0.0,0.0,675.0,818.5602127730804,1043.3618142395512,1861.9220270126316,96.5249108551593,1615.803261208562,704.3566465380297,291.84933143295285,5086.7727048512,508.3864169640895,0.0,0.0,0.0,0.0,0.0,1689.2570350612245,1309.3845332725818
29,7.25,0.0,0.0,0.0,675.0,897.7922557013653,947.0711532280652,1844.8634089294305,0.0,2160.0,470.97182446701413,271.0626109115612,5099.3280093218955,390.26684193211446,0.0,-2.1316282072803006e-14,0.0,-2.1316282072803006e-14,0.0,1686.9132883428288,1266.5416561141342
30,7.5,0.0,0.0,0.0,675.0,939.6054650560371,1130.836047355752,2070.441512411789,0.0,1602.4960361049116,789.6094759470636,201.4576348694062,4970.062059691258,324.15742417609073,0.0,3.907985046680551e-14,0.0,3.907985046680551e-14,0.0,1594.9926697250505,1237.7525896635289
31,7.75,0.0,0.0,0.0,675.0,972.3884166257847,931.1050213594398,1903.4934379852243,220.0,1585.4177841383018,542.8500019598997,240.0,4954.744733032934,571.3637898649372,0.0,-1.4210854715202004e-14,0.0,-1.4210854715202004e-14,0.0,1584.5866286234234,1206.9472093840104
32,8.0,0.0,0.0,0.0,675.0,1019.2689441031113,1153.0910236748903,2172.3599677780016,234.4874977516556,1890.9336000015808,241.27430713607012,240.0,4939.786284487977,190.99795447456216,0.0,0.0,0.0,0.0,0.0,1652.410873116719,1164.7971353153114
33,8.25,0.0,0.0,0.0,675.0,1095.7700215130324,909.7051192405444,2005.4751407535766,221.56350756444633,1407.9181089923486,553.8507775226058,240.0,4974.502407854618,455.69487302163986,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1626.7678165818859,1100.4703832250436
34,8.5,0.0,0.0,0.0,675.0,1131.4513155875934,1024.4760934152662,2155.9274090028593,92.76025552450187,1628.8363492569551,588.9835566559111,125.4536214158019,4989.115948069964,328.8323933146165,0.0,2.4868995751603507e-14,0.0,2.4868995751603507e-14,0.0,1596.067474775007,1066.8452832098744
35,8.75,0.0,0.0,0.0,675.0,1211.723386792807,730.4425301052828,1942.1659168980898,17.51029886618278,1661.8312113459608,655.6433890151629,277.1802250524362,5037.550527540674,473.219486362841,0.0,-3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,1541.8080143794916,1011.2079428940826
36,9.0,0.0,0.0,0.0,675.0,1249.3968446296963,1045.960496240096,2295.357340869792,86.24971125365752,1729.0272409921286,500.12832795725683,211.01742550205194,4956.609819967151,155.17945220260458,0.0,1.0658141036401503e-14,0.0,1.0658141036401503e-14,0.0,1538.0150405194681,973.3040942627727
37,9.25,0.0,0.0,0.0,675.0,1283.0752153980252,729.8431673911547,2012.9183827891798,0.0,1397.9013704116664,681.6070224891429,283.14400395804614,4811.087502214814,473.69657235550966,0.0,-3.552713678800501e-14,0.0,-3.552713678800501e-14,0.0,1476.4565648979167,927.3030864595637
38,9.5,0.0,0.0,0.0,675.0,1352.1414820493433,603.6579694415892,1955.7994514909326,30.971644124098503,1450.6608970031018,684.3250824511272,320.0,4860.194350833428,328.4372757641677,0.0,2.842170943040401e-14,0.0,2.842170943040401e-14,0.0,1414.1339758456438,841.5340836725402
39,9.75,0.0,0.0,0.0,675.0,1397.363159308218,691.3927693712004,2088.7559286794185,253.28814988236763,1003.9522684303755,664.5000925780153,219.3487772618535,4669.729330347598,352.48148378386435,0.0,-7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,1340.1764195189362,801.3971983777735
40,10.0,0.0,0.0,0.0,675.0,1404.9436433837643,524.3783459098235,1929.3219892935879,0.0,1286.2635545986384,730.564805055692,207.24736264195218,4569.030517286866,325.6328056969952,0.0,5.3290705182007514e-14,0.0,5.3290705182007514e-14,0.0,1264.854708457156,745.8490745526458
41,10.25,0.0,0.0,0.0,675.0,1459.6116757390323,427.83562296778183,1887.447298706814,28.90162029675986,1104.492569844835,739.371185710294,320.0,4477.3755836748505,307.1629091161476,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1187.0573074443282,660.0800717656222
42,10.5,0.0,0.0,0.0,675.0,1449.6522368044875,489.90983885058245,1939.56207565507,47.817772789041975,1821.4218787237792,440.48925888084693,80.0,4539.986602911837,168.37228461822158,0.0,0.0,0.0,0.0,0.0,1186.0967911576104,657.2925791750439
43,10.75,0.0,0.0,0.0,675.0,1508.6486542196162,287.5851704351661,1796.2338246547822,19.946987344078938,1662.959316247021,476.1745822498874,52.317385150708546,4477.866205002164,347.1926576082662,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1174.9446004653082,643.270048072541
44,11.0,0.0,0.0,0.0,675.0,1551.9418035108383,221.1010628135905,1773.0428663244288,63.156195961841036,2060.8675251339328,322.3136900555888,69.6185909218828,4338.316309675754,101.06127964602405,0.0,2.1316282072803006e-14,0.0,2.1316282072803006e-14,0.0,1245.904992327196,624.6103070762673
45,11.25,0.0,0.0,0.0,675.0,1561.2905680449683,539.81069523976,2101.1012632847282,68.41274720958062,1249.5713079055454,450.0,172.26809588659376,4260.988049329472,195.01234293178345,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1246.2060926180407,597.0923689442809
46,11.5,0.0,0.0,0.0,675.0,1574.8556304871456,485.3038174579916,2060.1594479451373,112.09778484353768,1229.5222931562066,401.35356297218635,240.0,4211.3068319345775,158.40550339044557,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1263.485274823392,551.4203749601908
47,11.75,0.0,0.0,0.0,675.0,1561.4885766276475,541.4710916530998,2102.9596682807473,27.289172610743208,1294.6472487783165,423.2404400952226,160.0,4103.546702445358,98.25975542798565,0.0,2.842170943040401e-14,0.0,2.842170943040401e-14,0.0,1277.4167297720408,527.1906316728566
48,12.0,0.0,0.0,0.0,675.0,1582.94868482559,612.573566578861,2195.5222514044513,89.43138890084722,1245.0257700188965,423.7715437474251,101.99990097195432,4199.493520718604,51.58099973378544,0.0,-2.842170943040401e-14,0.0,-2.842170943040401e-14,0.0,1270.0758471054094,518.5065466829726
49,12.25,0.0,0.0,0.0,675.0,1573.558547100286,497.95124943499354,2071.5097965352797,311.4133916678363,1059.2142251847208,209.59795678924476,160.0,3989.256426947756,195.64499120589397,0.0,-3.552713678800501e-14,0.0,-3.552713678800501e-14,0.0,1342.639660163927,499.33610269171186
50,12.5,0.0,0.0,0.0,675.0,1592.2999173589365,816.4047105202251,2408.7046278791613,0.0,995.4074432387483,380.6668031957984,126.7980319367579,3964.1004959803154,17.60816181909506,0.0,1.4210854715202004e-14,0.0,1.4210854715202004e-14,0.0,1359.1268731342946,485.07187061024797
51,12.75,0.0,0.0,0.0,675.0,1589.6950740470643,802.1227514228864,2391.8178254699505,120.3267213101368,1350.4082907442537,351.6975136533499,0.0,4234.947644759121,63.21301538020831,0.0,-7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,1401.9894328481134,503.7266287164256
52,13.0,0.0,0.0,0.0,675.0,1564.7007193210961,803.9363005499077,2368.6370198710038,37.28217185489106,1520.9619520913914,163.43500238242285,0.0,4107.939320227475,104.82647634194493,0.0,-2.1316282072803006e-14,0.0,-2.1316282072803006e-14,0.0,1507.712213872757,522.3813868226032
53,13.25,0.0,0.0,0.0,675.0,1536.8610917453439,762.2319358877777,2299.0930276331214,220.85495412816925,922.1347536154827,315.0,0.0,4028.545661342693,156.14705315732778,0.0,3.552713678800501e-14,0.0,3.552713678800501e-14,0.0,1543.587719198751,522.3813868226032
54,13.5,0.0,0.0,0.0,675.0,1544.8709491590155,942.0436910268769,2486.9146401858925,14.927276087237386,1242.737746496015,187.34916449977476,0.0,4003.579950789465,64.12413481607462,0.0,0.0,0.0,0.0,0.0,1639.3127832105915,522.3813868226032
55,13.75,0.0,0.0,0.0,675.0,1501.2537577192854,725.3413363179043,2226.5950940371895,0.0,1093.014067555885,309.55462893098843,82.09335219078335,4080.269578727364,187.82406823864403,0.0,-1.4210854715202004e-14,0.0,-1.4210854715202004e-14,0.0,1644.2885426481703,519.0328169511325
56,14.0,0.0,0.0,0.0,675.0,1502.7947067687642,730.0033196119967,2232.798026380761,145.67148831288162,485.5287560019201,490.5837248598319,0.0,3921.8494916638488,256.9374457991574,0.0,1.4210854715202004e-14,0.0,1.4210854715202004e-14,0.0,1587.4473294531597,519.0328169511325
57,14.25,0.0,0.0,0.0,675.0,1431.870838456644,746.3636412011583,2178.2344796578022,44.96800771036031,725.6133444015838,221.43906534872679,59.47529799095227,3914.8823067412013,200.5499089281238,0.0,-2.842170943040401e-14,0.0,-2.842170943040401e-14,0.0,1549.739157977238,521.746521934982
58,14.5,0.0,0.0,0.0,675.0,1393.0520115609445,650.7449357686841,2043.7969473296287,59.55298319562951,946.3108227437829,203.1725270147233,0.0,3836.0216518672905,217.41732541074566,0.0,-7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,1543.584865151668,540.4012800411596
59,14.75,0.0,0.0,0.0,675.0,1343.3659180527045,906.2049929431568,2249.570910995861,317.35940591706145,935.961092405763,71.17458224988738,0.0,3715.0944166777813,88.64793626800457,0.0,5.3290705182007514e-14,0.0,5.3290705182007514e-14,0.0,1644.2118566616002,559.0560381473372
60,15.0,0.0,0.0,0.0,675.0,1302.785519441055,741.3793963180547,2044.1649157591096,0.0,1140.1676050680526,199.32138695615703,0.0,3854.013074998825,67.52042898319499,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1648.6849835984988,559.0560381473372
61,15.25,0.0,0.0,0.0,675.0,1223.9392933314114,726.4949452252051,1950.4342385566165,6.545297701633075,1189.7518290210464,123.55680921572419,0.0,3740.9092987838676,205.41952232789626,0.0,4.618527782440651e-14,0.0,4.618527782440651e-14,0.0,1687.2713619849694,577.7107962535148
62,15.5,0.0,0.0,0.0,675.0,1141.1371746285918,665.7285944615252,1806.8657690901168,67.33925437954711,1068.6532052036673,165.44085569550734,0.0,3728.0876650493146,355.80514182517004,0.0,1.0658141036401503e-14,0.0,1.0658141036401503e-14,0.0,1714.353929622939,596.3655543596925
63,15.75,0.0,0.0,0.0,675.0,1079.573836014569,836.7196920777592,1916.2935280923282,42.2743948492866,658.8322499375367,325.396764907504,0.0,3668.035078595219,320.18694221386534,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1682.8922932583132,596.3655543596925
64,16.0,0.0,0.0,0.0,675.0,1049.688744454323,876.5116837088314,1926.2004281631541,36.12581493207306,775.3740440008833,127.38629985525407,0.0,3689.5858507402763,284.49926378891166,0.0,-3.907985046680551e-14,0.0,-3.907985046680551e-14,0.0,1677.0942602880923,596.3655543596925
65,16.25,0.0,0.0,0.0,675.0,1012.3540746555701,1003.021849191525,2015.3759238470952,128.47432390167597,1077.188927435377,90.0,0.0,3765.1008727008966,147.39680082661744,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1733.6818154013347,596.3655543596925
66,16.5,0.0,0.0,0.0,675.0,971.1576440922372,998.2642534713833,1969.4218975636204,37.03403790505534,1217.1852556584704,0.0,0.0,3885.963983190543,192.9626139834613,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1773.3696660454398,602.6904837876448
67,16.75,0.0,0.0,0.0,675.0,828.4348308105389,989.1466968730185,1817.5815276835574,238.84446177593188,1010.7135815209102,120.65282307546958,0.0,3879.437576297657,233.9375948469084,0.0,-3.197442310920451e-14,0.0,-3.197442310920451e-14,0.0,1769.9742311409811,621.3452418938224
68,17.0,0.0,0.0,0.0,675.0,801.9185113328195,1117.2200336019332,1919.1385449347526,31.98375977279629,1184.8935037901788,63.82390838132254,0.0,3925.8920289228845,202.8670832669066,0.0,3.552713678800501e-15,0.0,3.552713678800501e-15,0.0,1770.833368105684,637.0257971644803
69,17.25,0.0,0.0,0.0,675.0,763.3554136145901,1265.6293921638564,2028.9848057784466,22.989512793860712,1037.6939752660112,82.74495515310353,0.0,3900.8613944376953,220.10309753149676,0.0,3.197442310920451e-14,0.0,3.197442310920451e-14,0.0,1766.8369763820156,655.6805552706579
70,17.5,0.0,0.0,0.0,675.0,716.5597078434517,1359.5437371499327,2076.1034449933845,4.083277432076017,631.0286145014311,238.72343044751202,0.0,3897.9027897791984,302.27900944448675,0.0,-2.6645352591003757e-14,0.0,-2.6645352591003757e-14,0.0,1706.24330348224,655.6805552706579
71,17.75,0.0,0.0,0.0,675.0,683.8459065208816,1285.7577460431326,1969.6036525640143,87.61213935795729,693.6789457240243,203.06517482977586,0.0,3867.691959049487,322.71694544281223,0.0,-3.197442310920451e-14,0.0,-3.197442310920451e-14,0.0,1665.2263952231,658.4096284720456
72,18.0,0.0,0.0,0.0,675.0,636.4353509106728,1152.9839386542928,1789.4192895649655,11.680852193057262,1520.0628385251493,18.524506856704733,0.0,4129.537901748036,278.322382655369,0.0,-7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,1696.3620137554472,658.4096284720456
73,18.25,0.0,0.0,0.0,675.0,573.7354544276162,1287.4300842057417,1861.1655386333578,54.14695520158321,872.5569702764823,445.13578271448574,0.0,4023.7974500724963,237.00087753828228,0.0,1.7763568394002505e-14,0.0,1.7763568394002505e-14,0.0,1598.170688427668,658.4096284720456
74,18.5,0.0,0.0,0.0,675.0,522.8462991176109,1431.9523691367062,1954.798668254317,0.0,519.861006512818,434.56617430504036,0.0,3939.45856164939,376.70661129616184,0.0,-1.0658141036401503e-14,0.0,-1.0658141036401503e-14,0.0,1480.777567373922,658.4096284720456
75,18.75,0.0,0.0,0.0,675.0,506.24388514977215,1461.8172120370423,1968.0610971868143,139.35916712254763,1143.139936782656,187.43329943462385,0.0,3984.0601912729535,95.20814072931856,0.0,-1.5987211554602254e-14,0.0,-1.5987211554602254e-14,0.0,1477.9168972478833,658.4096284720456
76,19.0,0.0,0.0,0.0,675.0,457.0035114145632,1384.8198565834587,1841.823367998022,102.3154656515612,904.3674310125581,236.7951327070706,0.0,3997.52914982918,299.7000538424776,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1422.198394972046,661.5965971093283
77,19.25,0.0,0.0,0.0,675.0,418.64078397871367,1236.68023565503,1655.3210196337436,292.5258139422024,857.9989892846748,295.8533372348537,0.0,4147.995330435484,371.29617034000955,0.0,-4.618527782440651e-14,0.0,-4.618527782440651e-14,0.0,1339.0267535561834,661.5965971093283
78,19.5,0.0,0.0,0.0,675.0,366.2303115260454,1398.286228962376,1764.5165404884215,277.05073719015326,778.0588364538897,346.80727290343987,0.0,4144.186897449126,367.7045449550699,0.0,9.769962616701378e-15,0.0,9.769962616701378e-15,0.0,1255.970712249273,661.5965971093283
79,19.75,0.0,0.0,0.0,675.0,369.4609643834254,1613.6333573607974,1983.094321744223,136.10835114949845,1060.2681008128925,93.2817006030135,0.0,4079.6933431787647,271.2976720914136,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1260.7289304645099,661.5965971093283
80,20.0,0.0,0.0,0.0,675.0,332.3029743108975,1493.1730413325733,1825.4760156434709,290.29120238155275,976.2834963649211,144.3824357551864,0.0,4119.380403946976,328.24467397814385,0.0,2.5757174171303632e-14,0.0,2.5757174171303632e-14,0.0,1246.8841683993915,661.5965971093283
81,20.25,0.0,0.0,0.0,675.0,301.0499700925737,1504.078961432613,1805.1289315251865,231.87438099875646,895.9548391064998,207.9940002528922,0.0,4084.7527492910317,304.34815214759305,0.0,-1.509903313490213e-14,0.0,-1.509903313490213e-14,0.0,1196.3149262797465,661.5965971093283
82,20.5,0.0,0.0,0.0,675.0,257.1300773343997,1411.4061788984015,1668.5362562328014,228.28755208361284,1087.417606153933,87.16317453652104,0.0,4059.0360944097356,349.3653498031536,0.0,9.769962616701378e-15,0.0,9.769962616701378e-15,0.0,1171.907829676077,670.061025530581
83,20.75,0.0,0.0,0.0,675.0,220.28293019443282,1418.7655996970775,1639.0485298915103,216.1126753235611,1072.6906821895961,86.13095579589742,0.0,3969.2650472620885,296.97694244956284,0.0,-6.661338147750939e-15,0.0,-6.661338147750939e-15,0.0,1151.4058991693353,670.061025530581
84,21.0,0.0,0.0,0.0,675.0,228.05073512154786,1376.637909502795,1604.688644624343,101.00350202132704,934.5925550423221,424.30056582810005,0.0,4068.0318607117574,352.3569033287412,0.0,1.199040866595169e-14,0.0,1.199040866595169e-14,0.0,1034.805295770775,672.8248438400037
85,21.25,0.0,0.0,0.0,675.0,208.3473931484227,1433.1766367934333,1641.524029941856,270.09581094691055,1297.52107871412,109.20743350679393,0.0,4250.63354491376,326.997304161393,0.0,-6.217248937900877e-15,0.0,-6.217248937900877e-15,0.0,1019.6028958664607,672.8248438400037
86,21.5,0.0,0.0,0.0,675.0,197.61812413497853,1293.1934186671092,1490.8115428020876,344.5376860795246,885.8627560974443,244.11135041669888,69.09960775131628,4098.486087401084,389.0631442540116,0.0,1.8207657603852567e-14,0.0,1.8207657603852567e-14,0.0,950.9771981063484,654.3042049343635
87,21.75,0.0,0.0,0.0,675.0,150.86665596730418,1350.9656356506043,1501.8322916179086,276.9897294930089,1008.9368483047314,239.2715140661134,0.0,4117.1154946324705,415.0851111507081,0.0,-1.3766765505351941e-14,0.0,-1.3766765505351941e-14,0.0,883.712097246121,654.3042049343635
88,22.0,0.0,0.0,0.0,675.0,127.0676237422816,1196.8086270633878,1323.8762508056693,408.98415573350945,412.3949958957535,662.168674910061,44.95349398980882,3982.462131599517,455.08456026471487,0.0,1.149080830487037e-14,0.0,1.149080830487037e-14,0.0,697.5602150291629,642.2554038365562
89,22.25,0.0,0.0,0.0,675.0,96.28351453863989,1276.9262346380733,1373.2097491767133,417.9140274975724,852.301089522396,386.6776514300301,0.0,4043.976772879994,338.87425525328194,0.0,1.0158540675320182e-14,0.0,1.0158540675320182e-14,0.0,588.855627584416,642.2554038365562
90,22.5,0.0,0.0,0.0,675.0,114.98953619155732,1119.6100652264918,1234.5996014180491,337.81274641087833,1042.8180273717908,174.32281175063696,0.0,3921.62946589423,457.07627894287486,0.0,-1.3100631690576847e-14,0.0,-1.3100631690576847e-14,0.0,539.8492025596424,642.2554038365562
91,22.75,0.0,0.0,0.0,675.0,101.00362967710429,1016.8554871711927,1117.8591168482972,192.58899184515656,1387.5903812032784,200.21261032647777,0.0,3905.4541723776624,332.2030721544528,0.0,-2.4424906541753444e-15,0.0,-2.4424906541753444e-15,0.0,483.56451911262434,642.2554038365562
92,23.0,0.0,0.0,0.0,675.0,51.7187957896743,1091.194388209892,1142.9131839995662,493.16300016176103,781.9021922342807,416.90327842969475,8.414802600540012,3928.5745961702605,410.2781387444181,0.0,-4.440892098500626e-15,0.0,-4.440892098500626e-15,0.0,366.362765356077,640.0
93,23.25,0.0,0.0,0.0,675.0,41.01415158630741,994.4887198638214,1035.5028714501289,207.38660061885585,1537.5014263994858,108.91505495077959,0.0,3899.077732791994,334.77177937274377,0.0,1.1102230246251565e-15,0.0,1.1102230246251565e-15,0.0,335.74406766004836,640.0
94,23.5,0.0,0.0,0.0,675.0,41.85055256131292,928.0482013587396,969.8987539200525,193.88507699608306,1506.9848316530656,128.09819900998986,0.0,3861.2921587658698,387.4252971866788,0.0,-6.716849298982197e-15,0.0,-6.716849298982197e-15,0.0,299.7325168908264,640.0
