time_step,time_hours,net_import,net_export,thermal_total,nuclear_total,solar_total,wind_total,hydro_release_total,hydro_ror_total,battery_discharge_total,pumped_discharge_total,demand_total,demand_response_total,unserved_total,solar_spill_total,wind_spill_total,overgen_spill_total,battery_soc_total,pumped_level_total,hydro_spill_total
0,0.0,0.0,393.17839313017095,0.0,810.0,84.22003503476772,2166.358812204073,723.8877639689497,816.9555645661293,159.31477016509766,66.70808092323364,2989.26663373208,0.0,0.0,-1.4710455076283324e-14,0.0,0.0,3165.596691210457,1717.0801765159115,0.0
1,0.25,0.0,402.2789205999356,0.0,810.0,65.36373641239787,2368.157549831847,267.1015954139815,1171.6858636138022,1.998280691842865,80.0,2917.0281053639355,0.0,0.0,5.9083877876138065,203.34003297004872,0.0,3409.7106962438884,1769.6062017301397,0.0
2,0.5,0.0,408.299991816196,0.0,810.0,74.65619537145474,2397.97655253453,353.1071332506905,994.6178062834076,84.24861645850007,80.0,2941.3063120823867,0.0,0.0,1.9789725413943415e-14,142.21151413674968,0.0,3630.2570066416342,1822.11232009697,0.0
3,0.75,0.0,357.4373186232828,0.0,810.0,55.04988920809956,2288.3595279910123,595.9607007709265,812.0568044307913,136.57500532459122,80.0,2975.564609102138,0.0,0.0,11.65768542080238,306.4655932671577,0.0,3835.7318380647234,1874.5985391608997,0.0
4,1.0,0.0,434.4386418945906,0.0,810.0,61.91146129299757,2477.489639253309,721.0608956016686,611.1159034146373,83.94728879169809,77.288549822361,2963.375096282081,0.0,0.0,-1.709743457922741e-14,19.293157262181353,0.0,4055.853609810123,1927.7916113943272,0.0
5,1.25,0.0,358.596520040382,0.0,810.0,101.1900493183484,2448.6205569282365,609.7259834150027,692.7333671236488,114.10833321808308,80.0,3052.7817699629377,0.0,0.0,1.4873530660672802,101.14965435905714,0.0,4267.176859227105,1980.2377790453304,0.0
6,1.5,0.0,432.7484091759229,0.0,810.0,154.79237871393863,2507.246381153106,381.1283446158317,980.3382972714104,29.308531591841934,80.0,3065.0655241702057,0.0,0.0,18.583669650575946,363.47974706588786,0.0,4502.2442512733205,2032.6640701141646,0.0
7,1.75,0.0,417.0501909008515,0.0,810.0,144.60204312770392,2684.496901086682,73.44025076728312,1096.2909008786214,176.14697452185976,11.026798918413192,3133.9536783997123,0.0,0.0,20.954647664185625,140.11122421464603,0.0,4695.477342229021,2103.557250495724,0.0
8,2.0,0.0,423.48132921523217,0.0,810.0,153.1315141809862,2332.7699816880145,355.6060911067473,889.834383170668,442.3126180092997,0.0,3115.1732589404837,0.0,0.0,26.389902058074558,186.22376798717556,0.0,4813.158447685754,2177.379055393454,0.0
9,2.25,0.0,522.5144238247719,0.0,810.0,196.28180576479804,2665.075573507627,0.0,928.4929854444524,448.7641242694072,0.0,3081.1000651615127,0.0,0.0,51.11733091880289,304.1467697274663,0.0,4928.873050683685,2251.17288255255,0.0
10,2.5,0.0,512.3954055504312,0.0,810.0,206.9779195184262,2450.7428685884997,26.97402547752833,898.4765125434897,660.2132998224512,0.0,3095.989220399964,0.0,0.0,57.59959054209533,453.6258851325697,0.0,4984.6123443474435,2324.9387425763002,0.0
11,2.75,0.0,488.7780178241571,0.0,810.0,239.9416239052336,2153.529912664946,0.0,975.5018395899648,826.8241162282804,59.56266485045813,3131.582139414726,0.0,0.0,114.1015573726402,494.1554180140111,0.0,4993.136659782183,2382.7121761653443,0.0
12,3.0,0.0,559.0892807760742,0.0,810.0,279.24288103291326,2435.158382495575,84.57785839042808,662.4495490812759,820.5515232891643,137.39008767791586,3225.2810011911984,0.0,0.0,101.49892007312941,537.9940564081115,0.0,5003.425820855426,2419.6037752989187,0.0
13,3.25,0.0,573.0597459859193,0.0,810.0,388.5141878441264,2156.170975978613,29.577211866813727,886.5826822396266,854.3761607588598,137.39008767791586,3244.5515603800363,0.0,0.0,121.66170783448707,693.7821774275614,0.0,5004.130821466479,2456.4813928789426,0.0
14,3.5,0.0,519.0237556914597,0.0,810.0,312.8893461138261,2006.7245649091374,0.0,1061.0125489599036,856.8644842785015,137.39008767791586,3220.857276247825,0.0,0.0,198.05842767406503,806.0161347400664,0.0,5004.130821466479,2493.345034204288,0.0
15,3.75,0.0,560.0825889710575,0.0,810.0,353.47870829833903,2081.498408667812,0.0,1014.9555760639017,856.8644842785015,179.1456023011912,3290.860190638688,0.0,0.0,199.17074944589322,878.50044201227,0.0,5004.130821466479,2519.0030519152638,0.0
16,4.0,0.0,636.3120245931048,0.0,810.0,347.20871866309574,1834.5856483907387,0.0,1302.4939610911201,856.8644842785015,206.0851315168738,3275.925919347225,0.0,0.0,186.74935643179873,1070.8498589534886,0.0,5004.130821466479,2537.4307937509693,0.0
17,4.25,0.0,533.6034603484716,0.0,810.0,465.8368606822308,2260.0972902043395,55.61784923748371,687.3744055277443,889.0407461650814,206.0851315168738,3395.4488229852823,0.0,0.0,167.07264793287982,657.6592008605452,0.0,4995.025438524493,2555.851551653602,0.0
18,4.5,0.0,508.86078133676614,0.0,810.0,452.4858718826541,2002.673090874986,3.7713348166757044,914.2262052072367,842.6427979840109,259.3083811533053,3331.2469005821026,0.0,0.0,206.1134185832786,618.0838131972451,0.0,4999.060851317741,2560.0,0.0
