time_step,time_hours,net_import,net_export,thermal_total,nuclear_total,solar_total,wind_total,hydro_release_total,hydro_ror_total,battery_discharge_total,pumped_discharge_total,demand_total,demand_response_total,unserved_total,solar_spill_total,wind_spill_total,overgen_spill_total,battery_soc_total,pumped_level_total,hydro_spill_total
0,0.0,0.0,0.0,0.0,270.0,18.38621574113155,852.4404166702228,142.48708765427486,414.71943845668466,16.282282001042077,0.0,1676.327935709026,0.0,0.0,1.7763568394002505e-15,0.0,0.0,624.1293655437091,624.7294837393326,0.0
1,0.25,0.0,0.0,0.0,270.0,15.621631589617948,1017.9037844125301,120.1461762682379,319.7467860729356,0.0,0.0,1670.9228429296322,0.0,0.0,-2.942091015256665e-15,0.0,0.0,632.6261078392738,632.7880489024863,0.0
2,0.5,0.0,0.0,0.0,270.0,35.34997406699067,750.2823069797992,323.91183911768405,333.8740791965806,13.455906778746225,0.0,1726.8741061398007,0.0,0.0,-1.7541523789077473e-14,0.0,0.0,628.9175779470564,632.4407477341161,0.0
3,0.75,0.0,0.0,0.0,270.0,45.77620828514393,1145.010881623265,74.61655184104475,342.4349273013023,0.0,0.0,1732.3989502224154,0.0,0.0,1.9984014443252818e-15,0.0,0.0,640.4344965596335,654.5386672045117,0.0
4,1.0,0.0,0.0,0.0,270.0,31.644931957523777,858.9513957217122,206.57552239613648,372.8618523671165,0.0,0.0,1727.5953541144202,0.0,0.0,-1.765254609153999e-14,0.0,0.0,642.7495751147011,654.6401005134418,0.0
5,1.25,0.0,0.0,0.0,270.0,72.73585696337736,1047.5409781528037,115.7308845061803,268.87694671743077,0.0,0.0,1722.0377549803557,0.0,0.0,-1.7708057242771247e-14,0.0,0.0,643.7729417016665,665.4314613126801,0.0
6,1.5,0.0,0.0,0.0,270.0,77.02471474708652,1015.6998680558199,128.89110461233696,308.7065899574559,24.258234744099994,0.0,1794.0596775631668,0.0,0.0,-8.770761894538737e-15,0.0,0.0,637.2194056717791,672.1832288647033,0.0
7,1.75,0.0,25.952555107856636,0.0,270.0,77.62956839257023,1091.6837145060877,164.3914975962205,295.26494965256626,0.0,0.0,1779.9166844681063,0.0,0.0,9.048317650695026e-15,0.0,0.0,657.5936529411824,673.3581839043393,0.0
8,2.0,0.0,147.1923766415279,0.0,270.0,73.84127960420147,1122.1122082187942,61.38670618835445,385.47069627850954,0.0,0.0,1721.934835494823,0.0,0.0,2.55351295663786e-15,0.0,0.0,667.7960111589763,672.9886161092344,0.0
9,2.25,0.0,76.42014840087069,0.0,270.0,107.66154884716047,966.6651542241294,152.5839310017142,318.08890358159783,52.0843462452089,0.0,1790.6637354989402,0.0,0.0,2.9976021664879227e-15,0.0,0.0,653.9151679826347,672.6192511487552,0.0
10,2.5,0.0,75.85967077202261,0.0,270.0,118.44703753170492,926.1093759181904,66.19729442473047,420.0806248792617,60.733623039823414,0.0,1785.7082850216884,0.0,0.0,-1.2490009027033011e-14,0.0,0.0,637.7624359915594,672.2500889115772,0.0
11,2.75,0.0,1.0498315885852634,0.0,270.0,102.44451890716158,831.1124628631964,155.79316148936533,322.3415970289706,175.00353104307305,0.0,1855.6454397431817,0.0,0.0,-1.3322676295501878e-14,0.0,0.0,591.5501460050764,671.8811292864375,0.0
