time_step,time_hours,zone,demand,thermal,nuclear,solar,wind,solar_spill,wind_spill,hydro_release,hydro_ror,hydro_spill,battery_charge,battery_discharge,battery_soc,pumped_charge,pumped_discharge,pumped_level,demand_response,unserved,overgen_spill
0,0.0,R1Z1,124.0326618407798,0.0,135.0,0.18404801334904164,128.62693981900574,-1.1102230246251565e-16,0.0,0.0,82.64612916230548,0.0,0.0,0.0,0.0,80.0,0.0,362.21274729647075,0.0,0.0,0.0
0,0.0,R1Z2,173.6858391849024,0.0,0.0,7.023135995686211,49.05585273993132,8.881784197001252e-16,0.0,0.0,82.64612916230548,0.0,0.0,0.0,88.1105054377399,0.0,0.0,0.0,5.106366187665904,0.0,0.0
0,0.0,R1Z3,242.0404756237051,0.0,0.0,0.0,51.27173539367387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.91542241138632,0.0,0.0,0.0,21.347980467003364,0.0,0.0
0,0.0,R1Z4,128.3979864941341,0.0,0.0,0.0,44.58046297287439,0.0,0.0,0.0,82.64612916230548,0.0,0.0,32.39498583355939,80.05700704343288,0.0,0.0,0.0,11.324707987852273,0.0,0.0
0,0.0,R1Z5,205.52214293616038,0.0,0.0,0.4361149344929771,52.755509065853886,-9.43689570931383e-16,0.0,0.0,0.0,0.0,0.0,0.0,100.97840823490583,0.0,0.0,0.0,6.042353979063328,0.0,0.0
0,0.0,R1Z6,146.44129657785595,0.0,0.0,0.0,70.26886875426095,0.0,0.0,0.0,0.0,0.0,0.0,90.0,73.89954620219412,0.0,0.0,0.0,8.610752480828836,0.0,0.0
0,0.0,R1Z7,99.83893548602474,0.0,0.0,0.0,109.51917269371702,0.0,0.0,0.0,41.32306458115274,0.0,0.0,0.0,45.0392340391678,0.0,0.0,0.0,8.805798448006861,0.0,0.0
0,0.0,R1Z8,252.04448881514855,0.0,0.0,1.0421019448901063,132.0538408322354,4.6629367034256575e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.23033486517685,0.0,0.0
0,0.0,R1Z9,133.19117025987615,0.0,0.0,1.6820534843404058,14.581790048229122,-1.5543122344752192e-15,0.0,0.0,82.64612916230548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9158223347537224,0.0,0.0
0,0.0,R1Z10,130.64911297197628,0.0,0.0,3.3003775425367934,43.984660558524396,2.6645352591003757e-15,0.0,0.0,82.64612916230548,0.0,0.0,0.0,44.3256162972513,0.0,0.0,0.0,3.8410858136708343,0.0,0.0
0,0.0,R1Z11,128.77409438211552,0.0,0.0,7.574974050450905,64.84875635766382,-1.7763568394002505e-15,0.0,0.0,82.64612916230548,0.0,0.0,90.0,58.773022433609086,0.0,0.0,0.0,11.35788071991464,0.0,0.0
0,0.0,R2Z1,136.14161042055156,0.0,135.0,2.6766972528530744,148.22790066373733,-2.220446049250313e-15,0.0,0.0,0.0,0.0,35.678713202369124,0.0,84.24744913524516,0.0,0.0,0.0,0.0,0.0,0.0
