time_step,time_hours,net_import,net_export,thermal_total,nuclear_total,solar_total,wind_total,hydro_release_total,hydro_ror_total,battery_discharge_total,pumped_discharge_total,demand_total,demand_response_total,unserved_total,solar_spill_total,wind_spill_total,overgen_spill_total,battery_soc_total,pumped_level_total,hydro_spill_total
0,0.0,0.0,466.92582879134557,0.0,405.0,109.8440128939935,1866.4116859814444,440.0,919.6424937605716,0.0,0.0,2423.6556708257394,0.0,0.0,8.881784197001252e-15,0.0,0.0,2526.752665967223,1788.4592963422197,0.0
1,0.25,0.0,585.6343900078972,0.0,405.0,131.4088024699479,1891.05653952477,440.0,962.4044991082086,0.0,0.0,2431.349694048088,0.0,0.0,9.880984919163893e-15,0.0,0.0,2702.195584439004,1787.4787054351455,0.0
2,0.5,0.0,582.8904591169338,0.0,405.0,85.13631730378022,1727.0267843707293,402.56446487970743,807.4820616425335,0.0,0.0,2430.862140652295,0.0,0.0,4.919675777870225e-15,0.0,0.0,2789.1220706244103,1786.4986521743724,0.0
3,0.75,0.0,613.9937156178763,0.0,405.0,97.84116036432856,1933.6115301876266,118.30897310456422,747.4198825675173,0.0,0.0,2501.850654484524,0.0,0.0,-3.7969627442180354e-14,0.0,0.0,2825.737985412499,1785.5191362651162,0.0
4,1.0,0.0,611.1703193220194,0.0,405.0,157.38389461029726,1906.129676889613,22.741181037801738,682.0618616040534,0.0,0.0,2469.6644500484977,0.0,0.0,3.5083047578154947e-14,0.0,0.0,2841.5623567556245,1784.5401574127536,0.0
5,1.25,0.0,564.1276054145808,0.0,405.0,170.39248617421362,1861.5573912198686,0.0,837.868135649781,0.0,0.0,2471.4359460434925,0.0,0.0,-1.199040866595169e-14,0.0,0.0,2889.781828069941,1783.5617153228227,0.0
6,1.5,0.0,595.3496894770997,0.0,405.0,227.5051924196247,2125.5548417187806,0.0,838.9816479076771,0.0,0.0,2541.0249393525123,0.0,0.0,-3.9968028886505635e-15,0.0,0.0,2986.830982838528,1782.583809701023,0.0
7,1.75,0.0,642.5136139583434,0.0,405.0,266.34491014204514,2218.081097598177,0.0,778.4358975131012,0.0,0.0,2495.9104989859557,0.0,0.0,1.3933298959045715e-14,0.0,0.0,3098.9129102424536,1781.6064402532154,0.0
8,2.0,0.0,605.8744850599682,0.0,405.0,264.39684940744587,2466.785182821149,0.0,804.1282679940838,0.0,0.0,2545.2920540178084,0.0,0.0,4.3298697960381105e-15,0.0,0.0,3268.1791638956843,1780.6296066854222,0.0
9,2.25,0.0,621.8939108216651,0.0,405.0,367.739357112351,2320.1889223697804,0.0,1065.7566656281722,0.0,0.0,2461.1033786212765,0.0,0.0,-1.887379141862766e-14,0.0,0.0,3500.4648510650563,1779.6533087038267,0.0
10,2.5,0.0,709.8129251051575,0.0,405.0,351.37659606406834,2190.6167106381367,0.0,927.7721026827923,0.0,0.0,2577.377090282745,0.0,0.0,4.440892098500626e-16,0.0,0.0,3624.5520142488244,1778.6775460147733,0.0
11,2.75,0.0,610.6962545718102,0.0,405.0,364.43211330852876,2167.144370419781,0.0,939.6897372921874,0.0,0.0,2558.229336887927,0.0,0.0,-2.886579864025407e-14,0.0,0.0,3774.8921672980673,1777.7023183247677,0.0
12,3.0,0.0,592.0882834031904,0.0,405.0,377.92572842849347,2264.812858536763,0.0,805.0550946279105,0.0,0.0,2667.962327170199,0.0,0.0,-8.881784197001252e-16,0.0,0.0,3899.6736900187257,1776.7276253404762,0.0
13,3.25,0.0,639.3557442288995,0.0,405.0,476.6458679457739,2448.7855324889438,0.0,990.1325236085813,83.8178393662656,0.0,2701.767756477385,0.0,0.0,4.440892098500626e-15,0.0,0.0,4104.46915892016,1775.753466768726,0.0
14,3.5,0.0,583.4744560976144,0.0,405.0,460.13554172772695,2456.3863017429976,0.0,1178.7924585356766,0.0,0.0,2737.9873632405593,0.0,0.0,21.446272040683176,0.0,0.0,4358.18051142171,1774.779842316505,0.0
