time_step,time_hours,net_import,net_export,thermal_total,nuclear_total,solar_total,wind_total,hydro_release_total,hydro_ror_total,battery_discharge_total,pumped_discharge_total,demand_total,demand_response_total,unserved_total,solar_spill_total,wind_spill_total,overgen_spill_total,battery_soc_total,pumped_level_total,hydro_spill_total
0,0.0,0.0,248.38748574979354,0.0,540.0,43.58139823159834,2294.2006669162047,0.0,736.3790542475341,42.62842381472771,52.218803789262694,3460.6208612495343,0.0,0.0,-5.995204332975845e-15,0.0,0.0,1991.5994612186335,901.3274208844973,0.0
1,0.25,0.0,160.96033707900187,0.0,540.0,98.41861377953896,2227.3004265532572,0.0,572.1560528455943,132.54251980248435,209.43761806145218,3618.8948939633256,0.0,0.0,1.3877787807814457e-14,0.0,0.0,1953.0417665423306,844.4739319299474,0.0
2,0.5,0.0,285.52851912783194,0.0,540.0,80.90658960966292,2292.646549972463,0.0,648.2352836149674,156.391024441512,80.0,3523.951505931214,37.67718746168216,0.0,-8.493206138382448e-15,0.0,0.0,1907.8155210965765,828.5092917007906,0.0
3,0.75,0.0,167.0455447260647,0.0,540.0,108.95904834645913,2198.3556319486884,0.0,721.163773258111,191.64244424535465,80.0,3561.6945914469425,15.29800492584485,0.0,2.958744360626042e-14,0.0,0.0,1862.4965046647553,825.7113590894951,0.0
4,1.0,0.0,201.9196216411017,0.0,540.0,86.72243169042378,2222.620782734432,0.0,360.0357196538052,476.07628672294584,240.0,3743.035527268132,19.49992810762643,0.0,-7.438494264988549e-15,0.0,0.0,1727.5903232818478,760.7265543446468,0.0
5,1.25,0.0,77.37019644538705,0.0,540.0,162.47184373535012,2271.0710588224124,0.0,528.0688111824395,98.62488643869897,196.38398074232677,3719.250384475841,0.0,0.0,5.834221994405198e-14,0.0,0.0,1698.7329559340612,707.483859637786,0.0
6,1.5,0.0,394.3832854490296,0.0,540.0,143.67912179439253,2589.8408665256493,220.0,880.0312311223515,0.0,0.0,3617.901020516424,0.0,0.0,3.2279734440976426e-14,0.0,0.0,1724.5802128896073,762.8843029919237,0.0
7,1.75,0.0,340.08769735688065,0.0,540.0,144.53764848490434,2315.5656235245174,220.0,434.9144399689389,187.8967458886989,151.8955407821823,3662.218240680253,7.495939387892065,0.0,8.798517470154366e-15,0.0,0.0,1670.6646875311635,721.5640421962486,0.0
8,2.0,0.0,135.73577376584504,0.0,540.0,155.69584874341908,2206.288459259599,0.0,753.797730618553,65.38739582051663,160.72696895452412,3746.160629630767,0.0,0.0,2.6201263381153694e-14,0.0,0.0,1651.1762806916167,677.9096404708239,0.0
9,2.25,0.0,110.72665802056416,0.0,540.0,229.94542001736812,2339.250439156703,0.0,665.2964679226562,0.0,115.31983446417958,3779.085503540343,0.0,0.0,-1.3766765505351941e-14,0.0,0.0,1650.056495848021,646.4604187404432,0.0
10,2.5,0.0,334.75913059344253,0.0,540.0,315.6518959202609,2107.725417872039,0.0,909.5750046205733,114.64689179769849,37.70357154791826,3690.5436511650473,0.0,0.0,-2.220446049250313e-15,0.0,0.0,1616.7540479383424,635.839602637946,0.0
11,2.75,0.0,240.09949057902736,0.0,540.0,258.5808885592251,2312.11676280671,0.0,869.1517231213297,90.0,0.0,3782.119611727917,75.60940174068006,0.0,1.0935696792557792e-14,0.0,0.0,1594.454004183933,659.8171833844242,0.0
12,3.0,0.0,52.54491653686445,0.0,540.0,343.518380199102,2240.4789301393866,0.0,744.0118526988554,17.57829919257425,80.0,3838.528589101575,0.0,0.0,-6.661338147750939e-15,0.0,0.0,1588.4381455547475,655.2245877424695,0.0
13,3.25,0.0,199.7760680890521,0.0,540.0,406.24830038344004,2194.8534659909856,0.0,693.4534658652424,53.71240108104783,177.83464677843716,3866.326212010101,0.0,0.0,-4.263256414560601e-14,0.0,0.0,1572.2828813792512,607.037716445662,0.0
14,3.5,0.0,251.47933924908648,0.0,540.0,434.0183555776479,2506.4857316760176,0.0,825.2030906258652,0.0,0.0,3906.32717663498,0.0,0.0,-5.329070518200751e-15,0.0,0.0,1571.2165999888257,641.0420746926544,0.0
15,3.75,0.0,463.0450836955796,0.0,540.0,472.47683091103875,2203.570652896624,220.0,939.0225420772022,68.93161965332784,12.537355382090652,3762.993238500136,0.0,0.0,8.881784197001252e-16,0.0,0.0,1566.4972294336678,674.480346916295,0.0
16,4.0,0.0,343.37698846158185,0.0,540.0,520.0422343410828,2237.2184365849425,0.0,786.6539818925622,26.012153225698256,76.23570522346893,3842.785522806173,0.0,0.0,7.993605777301127e-15,0.0,0.0,1558.132797469331,653.5095043877113,0.0
17,4.25,0.0,244.1666145635471,0.0,540.0,587.5192439307388,2535.142195166252,0.0,709.5102625149339,0.0,0.0,3828.673340047007,0.0,0.0,1.1546319456101628e-14,0.0,0.0,1583.0616127854546,695.5724339157882,0.0
18,4.5,0.0,372.5553730489537,0.0,540.0,633.3650254360122,2526.9713436082575,0.0,926.9063306093885,0.0,0.0,3983.83741303013,0.0,0.0,3.552713678800501e-15,0.0,0.0,1619.240487687836,719.1599252936031,0.0
19,4.75,0.0,188.8910497333699,0.0,540.0,669.861106597902,2527.108837779193,0.0,663.0435723713507,0.0,0.0,4017.0321056940306,0.0,0.0,-2.842170943040401e-14,0.0,0.0,1618.1423608691236,763.8456483253957,0.0
20,5.0,0.0,200.23088119740422,0.0,540.0,701.0117280660952,2198.741173170634,93.8829782396142,630.4607710247335,122.35857081204324,0.0,4049.5715085722163,0.0,0.0,-4.6629367034256575e-14,0.0,0.0,1582.6967507808126,771.7837710272602,0.0
21,5.25,0.0,68.55196384840474,0.0,540.0,752.3440584692115,2000.1797257882945,0.0,512.8250621772263,134.07404436194787,63.752166849774,3934.6230937980495,0.0,0.0,3.8191672047105385e-14,0.0,0.0,1543.9864371016336,754.0813217930765,0.0
22,5.5,0.0,86.98266198821273,0.0,540.0,780.2399414101376,2248.010510904704,0.0,630.8698864989422,0.0,20.54880962614348,4102.46802726834,0.0,0.0,7.460698725481052e-14,0.0,0.0,1542.9393456243629,755.0191713551312,0.0
23,5.75,0.0,175.8682696437299,0.0,540.0,894.820609769076,1986.6196491091162,0.0,803.5614859051792,132.61423877779677,80.0,4138.182036681805,0.0,0.0,3.552713678800501e-15,0.0,0.0,1504.665787786406,761.7888040511297,0.0
24,6.0,0.0,128.50165598093776,0.0,540.0,905.1122543117971,1854.806728838806,0.0,717.7745472956956,52.21580553631263,155.780034963108,4081.7626144161377,0.0,0.0,-3.907985046680551e-14,0.0,0.0,1492.4217556585086,719.4282625902529,0.0
25,6.25,0.0,215.45497188458108,0.0,540.0,954.6525087216188,1598.8797668354969,0.0,779.4538201243378,167.23440754047942,221.64586458217218,4035.0760627966806,0.0,0.0,2.6645352591003757e-14,0.0,0.0,1446.987698720826,659.4475850768055,0.0
26,6.5,0.0,187.41605300527854,0.0,540.0,1058.6261448586254,1714.8080779013646,0.0,997.150292074518,59.36980273225291,0.0,4115.667856309253,0.0,0.0,-4.085620730620576e-14,0.0,0.0,1429.3402292550436,674.5151778670975,0.0
27,6.75,0.0,133.4846018076578,0.0,540.0,1115.2275217482306,1547.0532553223743,0.0,1020.0,73.98234989165071,0.0,4077.0068836591017,0.0,0.0,-8.881784197001252e-15,0.0,0.0,1407.6027258512447,693.9782366788272,0.0
28,7.0,0.0,119.54993112215561,0.0,540.0,1266.2515504631033,1237.4895771942572,0.0,630.0661763102472,234.20549516553464,240.0,4037.6816144642507,9.218746453264032,0.0,1.7763568394002505e-14,0.0,0.0,1340.9024764792093,629.0984169628807,0.0
29,7.25,0.0,126.11264170181201,0.0,540.0,1344.0338502032985,1237.989716231642,0.0,847.1037572141447,230.91387820500748,0.0,4041.710746011065,0.0,0.0,3.197442310920451e-14,0.0,0.0,1275.1714769324983,636.1097495845756,0.0
30,7.5,0.0,110.03671246522842,0.0,540.0,1394.649841873375,1787.6073369553005,0.0,895.6643690933483,0.0,0.0,4161.025909381906,0.0,0.0,3.197442310920451e-14,0.0,0.0,1303.992606958963,685.3935341084533,0.0
31,7.75,0.0,58.535654893880576,0.0,540.0,1496.380232328186,1289.898637327186,0.0,609.6143958397759,200.89436421588928,67.21927474375883,4145.471249560916,0.0,0.0,-1.7763568394002505e-14,0.0,0.0,1246.7136504497669,666.8306513232735,0.0
