time_step,time_hours,net_import,net_export,thermal_total,nuclear_total,solar_total,wind_total,hydro_release_total,hydro_ror_total,battery_discharge_total,pumped_discharge_total,demand_total,demand_response_total,unserved_total,solar_spill_total,wind_spill_total,overgen_spill_total,battery_soc_total,pumped_level_total,hydro_spill_total
0,0.0,0.0,497.5437909849136,0.0,405.0,44.96251850742484,2064.2333373937026,0.0,540.2028700121032,0.0,0.0,1868.82396097896,0.0,0.0,-2.275957200481571e-14,0.0,0.0,2242.5026147342487,0.0,0.0
1,0.25,0.0,249.38626761857108,0.0,405.0,61.87306596511427,1679.5517634007504,0.0,532.1701992683835,0.0,0.0,1911.4671650484493,0.0,0.0,-9.769962616701378e-15,0.0,0.0,2360.614759321508,0.0,0.0
2,0.5,0.0,428.81914145540156,0.0,405.0,73.5000933859047,1792.28498518124,119.62263166722977,275.2863654193714,0.0,0.0,1962.3240055952422,0.0,0.0,-3.785860513971784e-14,0.0,0.0,2420.58173536862,0.0,0.0
3,0.75,0.0,356.08173818257865,0.0,405.0,51.618734557182655,1631.0148865375847,1.411041210953499,480.69994762179954,0.0,0.0,1935.9869490735268,0.0,0.0,-9.658940314238862e-15,0.0,0.0,2481.1559371459234,0.0,444.24316831663646
4,1.0,0.0,311.84786762417673,0.0,405.0,67.58653477570431,1485.6906172017616,0.0,648.1094121511095,0.0,0.0,1982.7654817710047,0.0,0.0,4.349298698969051e-14,0.0,0.0,2549.707003429529,0.0,0.0
5,1.25,0.0,136.4723309189077,0.0,405.0,61.39291201440183,1396.429687442406,0.0,303.08139912753063,0.0,0.0,1890.374738383687,0.0,0.0,-6.411537967210279e-15,0.0,0.0,2576.99772575323,0.0,0.0
6,1.5,0.0,461.6760562730236,0.0,405.0,95.09156409227282,1647.8892959528935,148.53363595887834,413.6073258907344,0.0,0.0,1985.7819385051503,0.0,0.0,-1.0880185641326534e-14,0.0,0.0,2633.6432355825855,0.0,0.0
7,1.75,0.0,482.11954498443686,0.0,405.0,129.49133674187095,1794.9551051061155,0.0,451.8022880819733,0.0,0.0,2002.3471306780586,0.0,0.0,4.3298697960381105e-15,0.0,0.0,2698.27953384993,0.0,0.0
8,2.0,0.0,312.17761125980803,0.0,405.0,113.23077606822399,1619.289546464526,0.0,492.83880739306915,0.0,0.0,2061.014250202515,0.0,0.0,4.891920202254596e-14,0.0,0.0,2753.3408957405327,0.0,0.0
9,2.25,0.0,528.1701524269292,0.0,405.0,123.71377989108171,1779.6261712966318,0.0,489.5657725999405,0.0,0.0,1996.917521660167,0.0,0.0,3.241851231905457e-14,0.0,0.0,2812.001629658416,0.0,0.0
