time_step,time_hours,net_import,net_export,thermal_total,nuclear_total,solar_total,wind_total,hydro_release_total,hydro_ror_total,battery_discharge_total,pumped_discharge_total,demand_total,demand_response_total,unserved_total,solar_spill_total,wind_spill_total,overgen_spill_total,battery_soc_total,pumped_level_total,hydro_spill_total
0,0.0,0.0,452.2805405289498,0.0,270.0,64.4541560155645,1885.2114209339525,594.7389050803903,526.1355583242338,0.0,0.0,2017.2129553694058,0.0,0.0,27.383283258743447,3.6776950834788025,0.0,568.8214540759368,759.5978114073521,0.0
1,0.25,0.0,589.9360356699033,0.0,270.0,67.74693177574312,1539.8219431764721,732.3224144095703,673.223734052837,0.0,0.0,2070.9805688184188,0.0,0.0,6.505906924303417e-14,74.78545772535236,0.0,657.5559252192868,814.9652085018311,0.0
2,0.5,0.0,450.01774039890876,0.0,270.0,49.96391348942894,1923.8060778569795,272.2799849996331,705.9439715314271,0.0,0.0,2059.01275061032,0.0,0.0,0.31900574746609767,120.10673860746317,0.0,767.4748177835955,870.2890989697976,0.0
3,0.75,0.0,430.55214401348394,0.0,270.0,77.71252366639722,2141.311727601003,138.9957164204808,775.3247531506792,0.0,0.0,2154.3678768335394,0.0,0.0,3.8538616742300746e-14,0.0,0.0,901.9917855523718,925.5695169979142,0.0
4,1.0,0.0,411.0922777904594,0.0,270.0,110.48399337595151,1945.1011448626687,62.72522719234833,712.5247932315413,0.0,0.0,2083.071239299604,0.0,0.0,25.084408219753147,104.79236142075179,0.0,986.2633629549799,980.8064967459811,0.0
5,1.25,0.0,477.0663900170156,0.0,270.0,118.4716814819626,1739.0857941427378,11.005503565606489,704.093752683303,8.158628207097308,0.0,2126.414503090356,0.0,0.0,30.77365004654189,282.239208704525,0.0,983.4542456732263,1036.000072346956,0.0
6,1.5,0.0,468.14936005867867,0.0,270.0,79.2553448015307,1604.3657623680347,0.0,912.2826545233834,0.0,0.0,2101.737881795756,0.0,0.0,66.46975441188651,604.7142386667699,0.0,995.3553012142189,1090.0983153546592,0.0
7,1.75,0.0,513.572694282588,0.0,270.0,122.52217633635205,1492.2597316367708,146.63598779549432,827.8068936981011,0.0,0.0,2176.01710170866,0.0,0.0,31.174674778219085,366.69614654887255,0.0,1025.9876375342988,1096.1282848298863,0.0
8,2.0,0.0,507.00291861141113,0.0,270.0,113.53728502537804,1490.691784220997,0.0,827.297668451907,6.225263371195311,0.0,2193.414615484731,0.0,0.0,51.559761959654665,520.6817902920933,0.0,1023.5953985072772,1095.2669684884875,0.0
9,2.25,0.0,474.2527148424851,0.0,270.0,143.25531672140255,1522.591716140401,0.0,741.0346520782431,34.05909944299029,0.0,2229.3536025672165,0.0,0.0,30.38668494786388,196.92724380883845,0.0,1013.8299491148691,1094.40632895276,0.0
10,2.5,0.0,554.0523488121061,0.0,270.0,175.42787799359465,1547.1444025285646,111.37185192120565,701.9816000893488,62.55434724819382,0.0,2307.0932639954663,0.0,0.0,6.991219280964493,57.41597460517283,0.0,996.5337015167411,1093.5463656908837,0.0
11,2.75,0.0,494.87333935502556,0.0,270.0,135.0467520427482,1607.4437714728817,24.991779363272357,904.4060981888599,0.0,0.0,2259.025244633716,0.0,0.0,21.97148097278164,326.6944425381738,0.0,1038.4528073350161,1092.6870781714551,0.0
12,3.0,0.0,579.7556996717217,0.0,270.0,148.98450189346318,1584.169399615565,0.0,863.6482389481997,0.0,0.0,2205.8207739244026,0.0,0.0,39.649959490145605,204.2753365267896,0.0,1055.1009861615673,1091.8284658634893,0.0
13,3.25,0.0,489.9768292515569,0.0,270.0,182.37512900040116,1470.6486744394083,0.0,958.9148044028203,0.0,0.0,2284.012417259313,0.0,0.0,50.38702025193812,282.5941947682317,0.0,1078.0092605746443,1090.970528236418,0.0
14,3.5,0.0,554.2156417596633,0.0,270.0,240.2373681711048,1578.7123440112546,176.67153511352646,674.8756287873728,0.0,0.0,2309.495346471631,0.0,0.0,6.33294527469906,103.0734700197529,0.0,1093.5154801826795,1090.11326476009,0.0
15,3.75,0.0,508.7577611281048,0.0,270.0,202.6195709719603,1677.7625703717463,0.0,751.4960406286465,0.0,0.0,2270.5449469079554,0.0,0.0,39.71239864541051,352.0046794862148,0.0,1119.7793868355593,1089.256674904771,0.0
16,4.0,0.0,557.1124650275525,0.0,270.0,236.62897478440573,1324.226339587913,184.88845252981469,846.0146482882217,0.0,0.0,2287.4628130745527,0.0,0.0,18.49108113916803,52.90065333599814,0.0,1121.1334796888623,1088.4007581411424,0.0
17,4.25,0.0,523.6438374674434,0.0,270.0,227.1864097064675,1520.2741076910086,0.0,824.0409779850403,13.208772851281935,0.0,2324.465410490353,0.0,0.0,66.73118922299196,289.12433331198105,0.0,1116.4877945559379,1087.545513940302,0.0
18,4.5,0.0,574.6848819442376,0.0,270.0,301.12947825539936,1337.760455014349,247.0003781327787,822.0184609272869,0.0,0.0,2376.1771261714853,0.0,0.0,20.9934666104332,148.68508964061212,0.0,1120.1751945911874,1086.690941773763,0.0
19,4.75,0.0,516.9176431333477,0.0,270.0,349.4318489841638,1523.2603307286302,55.65604770422949,735.0637956290954,4.485090896872535,0.0,2414.378450533642,0.0,0.0,16.283437784528935,86.56193724257844,0.0,1117.8445350334298,1085.8370411134538,0.0
20,5.0,0.0,553.8552928607387,0.0,270.0,277.5685430283923,1302.459581165109,0.0,1140.0,0.0,0.0,2354.7231010915702,0.0,0.0,90.83301678734155,178.07502252167765,0.0,1134.354329969258,1084.9838114317176,0.0
21,5.25,0.0,517.7455036973241,0.0,270.0,355.0807625576655,1408.0081219790497,0.0,871.7676295244768,13.814658408702414,0.0,2394.3246484965684,0.0,0.0,26.93113816959123,121.21729310102859,0.0,1129.516178570902,1084.131252201313,0.0
22,5.5,0.0,550.1194871785005,0.0,270.0,381.9565670247476,1271.4011540368674,0.0,878.4999496163626,36.12699613916848,0.0,2281.2641593626436,0.0,0.0,34.99269372447067,175.85453556026695,0.0,1118.7745007873752,1083.2793628954119,0.0
23,5.75,0.0,527.4689397353936,0.0,270.0,390.9427977858565,1423.0976443278769,0.0,871.9506203389576,0.0,0.0,2375.8288753151082,0.0,0.0,50.49830183322646,118.80286336054775,0.0,1128.50262887225,1082.428142987601,0.0
24,6.0,0.0,548.3029780989954,0.0,270.0,464.98132632368055,1435.588536764247,0.0,833.7719000895388,0.0,0.0,2389.9563695155375,0.0,0.0,18.544902685018375,94.71169977550977,0.0,1141.3638642455217,1081.5775919518796,0.0
25,6.25,0.0,479.01436090334107,0.0,270.0,469.21124302776906,1125.715348077316,321.47091211534496,573.5320178960874,166.54380680313295,0.0,2440.8579467403074,0.0,0.0,28.636340106166557,94.70156909414573,0.0,1096.019116170633,1080.7277092626618,0.0
26,6.5,0.0,548.8218185146659,0.0,270.0,479.05929971544697,1261.4761754178198,0.0,821.841462967127,109.87909415991092,0.0,2386.833193469637,0.0,0.0,28.978989153615732,139.3052328391078,0.0,1065.805843735535,1079.8784943947735,0.0
27,6.75,0.0,531.7074575655034,0.0,270.0,487.836025156108,1264.579396167808,0.0,1082.4984019673643,0.0,0.0,2458.24446463494,0.0,0.0,91.65720586253946,141.24769094366218,0.0,1090.3415637965572,1079.0299468234537,0.0
28,7.0,0.0,523.1259360160052,0.0,270.0,490.2174105985637,1100.451274761348,2.4097972750725205,1046.1312683970652,32.48104443516182,0.0,2411.963839175204,0.0,0.0,119.76397899827299,231.78900163772295,0.0,1080.660805250229,1078.1820660243536,0.0
29,7.25,0.0,550.2645751497281,0.0,270.0,557.2799174799069,1119.6546091985244,36.25600975284709,825.1231968826156,88.85717142876075,0.0,2340.3053093169246,0.0,0.0,132.47608816301758,412.84225717434975,0.0,1056.0576011750277,1077.3348514735364,0.0
30,7.5,0.0,616.9077652645371,0.0,270.0,657.1456934430227,1289.9761067430604,27.04757510977811,1016.8249856240293,0.0,0.0,2428.8430481705936,0.0,0.0,58.8579363162459,62.48922123429267,0.0,1104.2584980031995,1076.4883026474777,0.0
31,7.75,0.0,570.6889510515667,0.0,270.0,627.7554057575429,1273.8701140820226,0.0,1048.3997461032811,0.0,0.0,2429.979268648186,0.0,0.0,172.68730194397187,410.40622492072004,0.0,1153.3130771826018,1075.6424190230632,0.0
32,8.0,0.0,480.6213898699564,0.0,270.0,768.3263707266129,913.9064086136334,6.340362242803083,802.5521571130374,130.87345704677114,0.0,2404.7763455969,0.0,0.0,70.25272293784302,251.68542908217316,0.0,1117.3960446552112,1074.7972000775908,0.0
33,8.25,0.0,618.4009706595277,0.0,270.0,877.93149654263,1198.7771228966076,0.0,758.0424617092062,0.0,0.0,2370.8418140696926,0.0,0.0,25.005895742524395,18.80491040892889,0.0,1141.936328910459,1073.9526452887685,0.0
34,8.5,0.0,554.9893686273053,0.0,270.0,750.716941129413,1163.5040523130174,0.0,964.2872339383117,0.0,0.0,2384.6694772919054,0.0,0.0,211.57451230523532,248.8034705848171,0.0,1188.4229510783055,1073.1087541347151,0.0
35,8.75,0.0,729.7572302735563,0.0,270.0,844.1371909504521,954.0843380081403,278.0900413894513,734.4520472252061,55.49598587417586,0.0,2399.9013528978676,0.0,0.0,191.48972336985995,248.96724734078123,0.0,1172.4045282786226,1072.2655260939591,0.0
36,9.0,0.0,553.79017175281,0.0,270.0,1005.0509732805472,794.9230095937774,0.0,894.093716292951,11.229231127156481,0.0,2373.227766027785,0.0,0.0,56.74236593150125,109.01173906406628,0.0,1177.985860956989,1071.4229606454387,0.0
37,9.25,0.0,550.0014694826195,0.0,270.0,961.9102176907637,759.4124354694706,0.0,870.4500408048374,0.0,0.0,2248.2298951086614,0.0,0.0,166.00798629088567,109.64965568380413,0.0,1190.128851928597,1070.5810572685023,0.0
38,9.5,0.0,570.5686973361144,0.0,270.0,885.654262606317,840.0603268804992,0.0,968.59059939776,0.0,0.0,2269.0957083352473,0.0,0.0,233.30325836868792,217.2151173117623,0.0,1216.6469772267478,1069.7398154429065,0.0
39,9.75,0.0,553.6174355633915,0.0,270.0,1081.7467784638407,752.4107245707253,0.0,829.6834323424448,0.0,0.0,2368.4883526562826,0.0,0.0,107.96862295385466,16.245043047786158,0.0,1216.4833936309972,1068.8992346488174,0.0
40,10.0,0.0,555.5705912409294,0.0,270.0,947.7647472001776,793.0507639813555,0.0,818.1422690948817,0.0,0.0,2261.710985315626,0.0,0.0,258.60212192833893,159.7175596314355,0.0,1216.3063079186918,1068.0593143668088,0.0
41,10.25,0.0,579.1787529885173,0.0,270.0,1061.7444783255912,764.2601908162372,0.0,709.5289764581289,0.0,0.0,2214.560943976348,0.0,0.0,183.20789198503928,82.72957969977439,0.0,1216.157407417731,1067.2200540778636,0.0
42,10.5,0.0,605.5029393373477,0.0,270.0,1005.5334537335123,663.893538186933,0.0,832.5479647730093,32.79928777760463,0.0,2189.0030513710417,0.0,0.0,225.0,73.60912641307158,0.0,1206.953825703199,1066.3814532633717,0.0
43,10.75,0.0,546.8221393099238,0.0,270.0,835.257408992295,891.6169241239155,0.0,722.8185418114217,0.0,0.0,2122.8777408221936,0.0,0.0,416.5673374126925,350.38036543570274,0.0,1215.832989527843,1065.543511405131,0.0
44,11.0,0.0,583.1337752008801,0.0,270.0,1043.226562334889,650.9661290651751,0.0,829.7033208023565,24.007753035128758,0.0,2225.2351829713334,0.0,0.0,219.91550476595108,93.82980608075317,0.0,1208.787982834356,1064.7062279853467,0.0
45,11.25,0.0,530.2059950314879,0.0,270.0,906.3753294666218,686.798273582104,122.59287796238152,709.0931439989973,14.1170134358388,0.0,2172.169623138454,0.0,0.0,370.35583993709054,297.0652626903314,0.0,1203.6904082595267,1063.8696024866304,0.0
46,11.5,0.0,610.07035532331,0.0,270.0,1007.0268935803334,737.9171996092833,0.0,702.6556622941401,84.64327679338402,0.0,2163.8745772578995,0.0,0.0,273.0051102143558,207.01989160490817,0.0,1185.0231876039263,1063.0336343920003,0.0
47,11.75,0.0,563.5942008301834,0.0,270.0,916.9277322206382,821.9333173292783,118.0184687883617,627.456656584776,50.06868958765973,0.0,2186.2758566151947,0.0,0.0,373.74374282438254,282.0856255878854,0.0,1181.7523063949495,1062.1983231848812,0.0
48,12.0,0.0,549.4615817977483,0.0,270.0,1114.7101341392959,840.664868277898,0.0,444.8539136234652,0.0,0.0,2099.6540330153293,0.0,0.0,180.0,34.95500091682654,0.0,1183.8836912922245,1061.363668349104,0.0
49,12.25,0.0,551.7214872039049,0.0,270.0,1032.9834140511919,695.1102729622675,0.0,566.6958090178784,54.32102337178985,0.0,2060.788011923221,0.0,0.0,225.02785437844167,54.58064391630876,0.0,1168.1876927993376,1060.5296693689043,0.0
50,12.5,0.0,528.3443084522341,0.0,270.0,1014.6122482299663,409.19199762221064,0.0,762.2150084271309,72.15494085433008,0.0,1993.2288664054017,0.0,0.0,257.86468043703826,175.26033325298175,0.0,1147.8015829361573,1059.6963257289237,0.0
51,12.75,0.0,599.4580150961915,0.0,270.0,880.5412490869538,862.3537268126161,103.77927963331923,509.5141273158481,9.372130715643848,0.0,2029.5014781921877,0.0,0.0,382.3280385802884,308.8819296101209,0.0,1144.1087946039938,1058.8636369142087,0.0
