step,epoch,loss
4525.0,2.0,1189.7519165039062
4550.0,2.0,1206.3159912109375
4575.0,2.0,1098.9769189453125
4600.0,2.0,860.78703125
4625.0,2.0,1234.4342236328125
4650.0,2.0,1239.334375
4675.0,2.0,1690.460927734375
4700.0,2.0,1017.3339526367188
4725.0,2.0,1126.8018530273437
4750.0,2.0,1011.047001953125
4775.0,2.0,1146.4231225585938
4800.0,2.0,1145.0321215820313
4825.0,2.0,1395.6382958984375
4850.0,2.0,996.3127099609375
4875.0,2.0,1026.6546850585937
4900.0,2.0,1401.1823974609374
4925.0,2.0,1688.732587890625
4950.0,2.0,1929.9881567382813
4975.0,2.0,1475.848662109375
5000.0,2.0,1327.2398120117186
5025.0,2.0,1206.1397314453125
5050.0,2.0,1212.5753100585937
5075.0,2.0,1088.0190234375
5100.0,2.0,1289.2162622070311
5125.0,2.0,1436.6520092773437
5150.0,2.0,1299.8053881835938
5175.0,2.0,1123.6859399414063
5200.0,2.0,1611.1677783203124
5225.0,2.0,1220.3506909179687
5250.0,2.0,1173.7720288085939
5275.0,2.0,1118.6967602539062
5300.0,2.0,1118.1485034179686
5325.0,2.0,882.7659765625
5350.0,2.0,1656.2678076171876
5375.0,2.0,1632.5276171875
5400.0,2.0,1332.0607177734375
5425.0,2.0,1289.8694067382812
5450.0,2.0,1314.3901416015624
5475.0,2.0,1216.2176098632813
5500.0,2.0,1189.65859375
5525.0,2.0,1527.5689282226563
5550.0,2.0,1343.55994140625
5575.0,2.0,1341.51666015625
5600.0,2.0,1447.6127783203126
5625.0,2.0,1008.5999072265626
5650.0,2.0,1034.6458178710936
5675.0,2.0,1541.6486157226564
5700.0,2.0,1277.874462890625
5725.0,2.0,1273.7395727539063
5750.0,2.0,886.4195239257813
5775.0,2.0,742.500419921875
5800.0,2.0,1077.9466882324218
5825.0,2.0,1352.2683813476563
5850.0,2.0,955.7535083007813
5875.0,2.0,2245.9003662109376
5900.0,2.0,1277.4066284179687
5925.0,2.0,856.93837890625
5950.0,2.0,1286.584541015625
5975.0,2.0,1313.8400805664062
6000.0,2.0,885.275009765625
6025.0,2.0,1136.310546875
6050.0,2.0,945.2690258789063
6075.0,2.0,1401.0710278320312
6100.0,2.0,1165.200751953125
6125.0,2.0,1171.9617919921875
6150.0,2.0,1356.6496484375
6175.0,2.0,1074.952001953125
6200.0,2.0,1301.5911547851563
6225.0,2.0,978.4407690429688
6250.0,2.0,1092.73916015625
6275.0,2.0,1112.5035668945313
6300.0,2.0,991.5785327148437
6325.0,2.0,1005.7463525390625
6350.0,2.0,1210.8985302734375
6375.0,2.0,939.6637109375
6400.0,2.0,1076.8833715820313
6425.0,2.0,1133.0155078125
6450.0,2.0,811.9912646484376
6475.0,2.0,1098.6109448242187
6500.0,2.0,852.5749438476563
6525.0,2.0,942.4303979492188
6550.0,2.0,987.2306640625
6575.0,2.0,726.2506298828125
6600.0,2.0,1222.7102221679688
6625.0,2.0,2411.4503564453125
6650.0,2.0,1465.6642211914063
6675.0,2.0,1784.903818359375
6700.0,2.0,1018.2237817382812
6725.0,2.0,1225.6832397460937
6750.0,2.0,1011.32392578125
6775.0,2.0,777.7826428222656
6800.0,2.0,1097.2945263671875
6825.0,2.0,1041.0908520507812
6850.0,2.0,1418.2296044921875
6875.0,2.0,1314.9350366210938
6900.0,2.0,1023.8077612304687
6925.0,2.0,1284.153447265625
6950.0,2.0,1240.927275390625
6975.0,2.0,1344.1756420898437
7000.0,2.0,1499.2500903320313
7025.0,2.0,1249.0544970703124
7050.0,2.0,911.7190844726563
7075.0,2.0,1206.9449096679687
7100.0,2.0,1106.8844116210937
7125.0,2.0,1122.2686450195313
7150.0,2.0,1184.8120874023436
7175.0,2.0,930.5943188476563
7200.0,2.0,946.10353515625
7225.0,2.0,1395.5394287109375
7250.0,2.0,1076.6053198242187
7275.0,2.0,1018.771953125
7300.0,2.0,1226.9480200195312
7325.0,2.0,973.1911938476562
7350.0,2.0,905.0858544921875
7375.0,2.0,1175.0925927734374
7400.0,2.0,809.531923828125
7425.0,2.0,809.1518139648438
7450.0,2.0,1089.112275390625
7475.0,2.0,1542.7269287109375
7500.0,2.0,789.0099658203125
7525.0,2.0,749.3551098632812
7550.0,2.0,995.4402905273438
7575.0,2.0,1303.8299560546875
7600.0,2.0,1086.8412622070311
7625.0,2.0,828.8361047363281
7650.0,2.0,1166.3757861328124
7675.0,2.0,1788.2230444335937
7700.0,2.0,1188.00912109375
7725.0,2.0,976.7659521484375
7750.0,2.0,1188.2419116210938
7775.0,2.0,968.1098095703124
7800.0,2.0,1050.195792236328
7825.0,2.0,1159.362373046875
7850.0,2.0,1165.2928698730468
7875.0,2.0,942.0433911132812
7900.0,2.0,1116.8767407226562
7925.0,2.0,1344.0966137695314
7950.0,2.0,1855.805361328125
7975.0,2.0,1386.747978515625
8000.0,2.0,1066.7707983398439
8025.0,2.0,1741.2531469726562
8050.0,2.0,687.314130859375
8075.0,2.0,509.7877893066406
8100.0,2.0,953.7130200195312
8125.0,2.0,697.1878784179687
8150.0,2.0,1031.9572241210938
8175.0,2.0,1043.8616870117187
8200.0,2.0,609.4249780273437
8225.0,2.0,1313.3602856445314
8250.0,2.0,1126.7751928710939
8275.0,2.0,1024.6430200195311
8300.0,2.0,1335.7444873046875
8325.0,2.0,818.2692614746094
8350.0,2.0,1267.3871997070312
8375.0,2.0,763.7406298828125
8400.0,2.0,951.0603930664063
8425.0,3.0,763.0793920898437
8450.0,3.0,1196.3424475097656
8475.0,3.0,1325.0551550292969
8500.0,3.0,1103.8198706054689
8525.0,3.0,1087.0819970703126
8550.0,3.0,1099.8761669921876
8575.0,3.0,1343.5517700195312
8600.0,3.0,1087.30171875
8625.0,3.0,1187.5387280273437
8650.0,3.0,1335.9173486328125
8675.0,3.0,1371.8791015625
8700.0,3.0,1301.5785327148437
8725.0,3.0,1051.0971337890626
8750.0,3.0,1461.0134228515626
8775.0,3.0,996.2638305664062
8800.0,3.0,685.4080383300782
8825.0,3.0,1409.536923828125
8850.0,3.0,1140.7848461914064
8875.0,3.0,1251.9239501953125
8900.0,3.0,854.151337890625
8925.0,3.0,943.7483935546875
8950.0,3.0,814.004208984375
8975.0,3.0,990.26931640625
9000.0,3.0,994.0225170898437
9025.0,3.0,1258.188251953125
9050.0,3.0,810.5779125976562
9075.0,3.0,944.5406494140625
9100.0,3.0,1352.7828051757813
9125.0,3.0,1207.094775390625
9150.0,3.0,1348.4941137695312
9175.0,3.0,1467.22796875
9200.0,3.0,1001.4183520507812
9225.0,3.0,1046.7867651367187
9250.0,3.0,1221.8068420410157
9275.0,3.0,981.6707763671875
9300.0,3.0,1442.113994140625
9325.0,3.0,1374.4333056640626
9350.0,3.0,1202.0091186523437
9375.0,3.0,955.5417431640625
9400.0,3.0,1514.9277563476562
9425.0,3.0,993.7196044921875
9450.0,3.0,1050.1905151367187
9475.0,3.0,1031.3337817382812
9500.0,3.0,925.99666015625
9525.0,3.0,792.367744140625
9550.0,3.0,1422.5982470703125
9575.0,3.0,1208.2957763671875
9600.0,3.0,1487.6535083007811
9625.0,3.0,1132.1832470703125
9650.0,3.0,1111.215517578125
9675.0,3.0,941.9006823730468
9700.0,3.0,1174.9550341796876
9725.0,3.0,1442.0010717773437
9750.0,3.0,1132.660869140625
9775.0,3.0,1134.2518896484376
9800.0,3.0,1681.1419873046875
9825.0,3.0,1104.4856518554689
9850.0,3.0,893.5734741210938
9875.0,3.0,1036.9248461914062
9900.0,3.0,915.1795166015625
9925.0,3.0,1218.1911669921874
9950.0,3.0,885.827001953125
9975.0,3.0,746.4973828125
10000.0,3.0,836.6913452148438
10025.0,3.0,1200.9245581054688
10050.0,3.0,797.3344201660157
10075.0,3.0,1196.7701196289063
10100.0,3.0,1001.1470434570313
10125.0,3.0,698.0277392578125
10150.0,3.0,1011.97431640625
10175.0,3.0,1137.6118041992188
10200.0,3.0,741.7466137695312
10225.0,3.0,772.3217810058594
10250.0,3.0,844.8829736328125
10275.0,3.0,1129.589287109375
10300.0,3.0,1184.1364477539062
10325.0,3.0,853.2635498046875
10350.0,3.0,961.1981713867187
10375.0,3.0,873.9089697265625
10400.0,3.0,1313.618212890625
10425.0,3.0,805.1040649414062
10450.0,3.0,740.16681640625
10475.0,3.0,745.694169921875
10500.0,3.0,978.3274072265625
10525.0,3.0,815.5830224609375
10550.0,3.0,1327.1874609375
10575.0,3.0,1003.6573364257813
10600.0,3.0,956.8903344726563
10625.0,3.0,1000.8476147460938
10650.0,3.0,727.4708410644531
10675.0,3.0,1107.9983422851562
10700.0,3.0,1048.1678759765625
10725.0,3.0,1129.09962890625
10750.0,3.0,864.3009399414062
10775.0,3.0,620.3050891113281
10800.0,3.0,870.0576684570312
10825.0,3.0,1248.8199047851563
10850.0,3.0,1476.7704321289064
10875.0,3.0,1300.9100512695313
10900.0,3.0,1058.8424609375
10925.0,3.0,1446.224921875
10950.0,3.0,1054.7740161132813
10975.0,3.0,902.7690551757812
11000.0,3.0,1103.7394555664061
11025.0,3.0,888.3082043457031
11050.0,3.0,1369.78943359375
11075.0,3.0,1089.5392431640626
11100.0,3.0,796.03328125
11125.0,3.0,881.299677734375
11150.0,3.0,821.0383227539063
11175.0,3.0,1194.9494213867188
11200.0,3.0,1601.3538793945313
11225.0,3.0,1214.8435620117189
11250.0,3.0,835.7034033203125
11275.0,3.0,920.943837890625
11300.0,3.0,1026.813212890625
11325.0,3.0,931.6404614257813
11350.0,3.0,1250.0872387695313
11375.0,3.0,950.5306713867187
11400.0,3.0,852.0678674316406
11425.0,3.0,1237.5591479492186
11450.0,3.0,820.614423828125
11475.0,3.0,826.316875
11500.0,3.0,972.30326171875
11525.0,3.0,741.1334448242187
11550.0,3.0,766.3505517578125
11575.0,3.0,876.3008422851562
11600.0,3.0,701.0040771484375
11625.0,3.0,824.4047924804687
11650.0,3.0,960.1359545898438
11675.0,3.0,1051.1426000976562
11700.0,3.0,828.9518151855468
11725.0,3.0,753.1470397949219
11750.0,3.0,964.0657348632812
11775.0,3.0,1273.167041015625
11800.0,3.0,958.33568359375
11825.0,3.0,737.6180346679688
11850.0,3.0,1281.7411328125
11875.0,3.0,1831.8972900390625
11900.0,3.0,941.12365234375
11925.0,3.0,905.2788305664062
11950.0,3.0,939.2795825195312
11975.0,3.0,848.8827124023437
12000.0,3.0,924.3613037109375
12025.0,3.0,1053.8299658203125
12050.0,3.0,925.7895544433594
12075.0,3.0,850.5310205078125
12100.0,3.0,1050.4091186523438
12125.0,3.0,1147.10609375
12150.0,3.0,1230.1761645507813
12175.0,3.0,1111.1621337890624
12200.0,3.0,976.6180249023438
12225.0,3.0,1096.3259643554688
12250.0,3.0,546.4374426269532
12275.0,3.0,561.3013952636719
12300.0,3.0,876.4425268554687
12325.0,3.0,623.8855725097657
12350.0,3.0,924.3646838378907
12375.0,3.0,987.2997888183594
12400.0,3.0,589.7225305175781
12425.0,3.0,958.2787280273437
12450.0,3.0,980.1464538574219
12475.0,3.0,1209.8212353515626
12500.0,3.0,986.5239672851562
12525.0,3.0,753.3659252929688
12550.0,3.0,1030.081005859375
12575.0,3.0,711.1808422851562
12600.0,3.0,839.2641015625
12625.0,4.0,916.6614306640626
12650.0,4.0,1132.7507446289062
12675.0,4.0,981.7368859863282
12700.0,4.0,972.6466564941406
12725.0,4.0,887.4622607421875
12750.0,4.0,840.264404296875
12775.0,4.0,1162.2584509277344
12800.0,4.0,1365.5853662109375
12825.0,4.0,1075.6375756835937
12850.0,4.0,1013.9066381835937
12875.0,4.0,808.1391467285156
12900.0,4.0,1243.7476049804689
12925.0,4.0,1159.4030541992188
12950.0,4.0,953.3198486328125
12975.0,4.0,803.00103515625
13000.0,4.0,656.5028479003906
13025.0,4.0,922.27255859375
13050.0,4.0,865.2649975585938
13075.0,4.0,985.56205078125
13100.0,4.0,827.5772595214844
13125.0,4.0,847.2010009765625
13150.0,4.0,755.1569604492188
13175.0,4.0,813.6297094726563
13200.0,4.0,860.1136352539063
13225.0,4.0,989.560322265625
13250.0,4.0,721.5087915039062
13275.0,4.0,722.3337036132813
13300.0,4.0,1029.4011791992189
13325.0,4.0,1012.7271655273438
13350.0,4.0,963.016455078125
13375.0,4.0,891.003955078125
13400.0,4.0,950.851025390625
13425.0,4.0,908.8598901367187
13450.0,4.0,895.4023840332031
13475.0,4.0,765.6021472167969
13500.0,4.0,1190.7660400390625
13525.0,4.0,1419.8002026367187
13550.0,4.0,1250.9209521484374
13575.0,4.0,1147.897264404297
13600.0,4.0,1200.9092065429688
13625.0,4.0,968.4215087890625
13650.0,4.0,908.6039892578125
13675.0,4.0,849.2605908203125
13700.0,4.0,833.0380346679688
13725.0,4.0,682.6260815429688
13750.0,4.0,1487.2985034179687
13775.0,4.0,1151.10578125
13800.0,4.0,1237.14466796875
13825.0,4.0,792.86353515625
13850.0,4.0,1107.7541137695312
13875.0,4.0,885.2214465332031
13900.0,4.0,1126.747607421875
13925.0,4.0,1247.9939599609374
13950.0,4.0,1121.1018884277344
13975.0,4.0,1219.82916015625
14000.0,4.0,1179.996650390625
14025.0,4.0,834.3209484863281
14050.0,4.0,866.9569287109375
14075.0,4.0,971.0146533203125
14100.0,4.0,1012.2835400390625
14125.0,4.0,962.05314453125
14150.0,4.0,794.5296923828125
14175.0,4.0,667.121513671875
14200.0,4.0,819.7624829101562
14225.0,4.0,1246.9398193359375
14250.0,4.0,703.9693200683594
14275.0,4.0,1076.6338745117187
14300.0,4.0,997.8935083007813
14325.0,4.0,768.2642358398438
14350.0,4.0,973.65744140625
14375.0,4.0,1121.779912109375
14400.0,4.0,653.1501135253907
14425.0,4.0,702.6985009765625
14450.0,4.0,733.8289807128906
14475.0,4.0,997.2828979492188
14500.0,4.0,946.7415576171875
14525.0,4.0,978.8523608398438
14550.0,4.0,1248.1350732421874
14575.0,4.0,895.7538012695312
14600.0,4.0,1171.940048828125
14625.0,4.0,733.9998571777344
14650.0,4.0,663.5931567382812
14675.0,4.0,744.132998046875
14700.0,4.0,868.5402001953125
14725.0,4.0,710.965390625
14750.0,4.0,917.2467309570312
14775.0,4.0,878.2618408203125
14800.0,4.0,1089.4222875976564
14825.0,4.0,1020.2549633789063
14850.0,4.0,701.5324523925781
14875.0,4.0,940.2049951171875
14900.0,4.0,715.1711059570313
14925.0,4.0,849.5775708007812
14950.0,4.0,798.9042309570312
14975.0,4.0,552.9413415527343
15000.0,4.0,848.7315112304688
15025.0,4.0,1343.913701171875
15050.0,4.0,1097.7963134765625
15075.0,4.0,953.415546875
15100.0,4.0,808.8513061523438
15125.0,4.0,1075.263369140625
15150.0,4.0,734.8194177246094
15175.0,4.0,653.6481115722656
15200.0,4.0,877.8530834960937
15225.0,4.0,821.6263940429687
15250.0,4.0,1216.5054418945313
15275.0,4.0,1029.6880493164062
15300.0,4.0,762.8098413085937
15325.0,4.0,863.6101623535156
15350.0,4.0,774.0569970703125
15375.0,4.0,1054.7097924804686
15400.0,4.0,1082.8494458007813
15425.0,4.0,1164.300419921875
15450.0,4.0,970.4037768554688
15475.0,4.0,901.6199584960938
15500.0,4.0,1160.522452392578
15525.0,4.0,924.35046875
15550.0,4.0,882.2135424804687
15575.0,4.0,907.060380859375
15600.0,4.0,864.6872875976562
15625.0,4.0,1178.2578588867189
15650.0,4.0,845.3718078613281
15675.0,4.0,802.9267553710938
15700.0,4.0,1159.4495178222655
15725.0,4.0,789.7895751953125
15750.0,4.0,715.2950317382813
15775.0,4.0,865.5353881835938
15800.0,4.0,639.698984375
15825.0,4.0,680.7646948242187
15850.0,4.0,857.15966796875
15875.0,4.0,929.0049182128906
15900.0,4.0,763.4302709960938
15925.0,4.0,611.84703125
15950.0,4.0,876.1133715820313
15975.0,4.0,1083.1829736328125
16000.0,4.0,837.6666748046875
16025.0,4.0,791.5974755859374
16050.0,4.0,959.0042431640625
16075.0,4.0,1142.6460473632812
16100.0,4.0,784.9367211914063
16125.0,4.0,764.3664965820312
16150.0,4.0,885.3370288085938
16175.0,4.0,788.1233630371094
16200.0,4.0,1008.7159484863281
16225.0,4.0,1063.7477392578126
16250.0,4.0,1188.299005126953
16275.0,4.0,991.5882788085937
16300.0,4.0,848.930302734375
16325.0,4.0,796.7369396972656
16350.0,4.0,1104.9429565429687
16375.0,4.0,1184.9404614257812
16400.0,4.0,1021.7801782226562
16425.0,4.0,1178.1201953125
16450.0,4.0,513.2244116210937
16475.0,4.0,412.7260461425781
16500.0,4.0,941.9650695800781
16525.0,4.0,620.8936047363281
16550.0,4.0,771.6523156738281
16575.0,4.0,918.3001293945313
16600.0,4.0,503.7229272460938
16625.0,4.0,944.4946032714844
16650.0,4.0,1141.4749047851562
16675.0,4.0,1157.9396801757812
16700.0,4.0,1253.26259765625
16725.0,4.0,825.612666015625
16750.0,4.0,782.962099609375
16775.0,4.0,663.2615783691406
16800.0,4.0,780.4878149414062
16825.0,5.0,666.4527453613281
16850.0,5.0,1093.3678637695311
16875.0,5.0,803.28529296875
16900.0,5.0,887.70158203125
16925.0,5.0,824.1112377929687
16950.0,5.0,746.6879516601563
16975.0,5.0,1057.2872814941406
17000.0,5.0,1070.0903149414062
17025.0,5.0,936.6727478027344
17050.0,5.0,1102.4888720703125
17075.0,5.0,880.8460205078125
17100.0,5.0,1280.2900439453124
17125.0,5.0,904.0836462402344
17150.0,5.0,1090.6151147460937
17175.0,5.0,784.0659631347656
17200.0,5.0,542.9625708007812
17225.0,5.0,787.5218334960938
17250.0,5.0,1050.5338891601561
17275.0,5.0,1255.6060656738282
17300.0,5.0,767.431044921875
17325.0,5.0,993.7281262207031
17350.0,5.0,855.4828125
17375.0,5.0,1086.6443432617189
17400.0,5.0,917.95685546875
17425.0,5.0,982.13708984375
17450.0,5.0,673.0069409179688
17475.0,5.0,694.2848754882813
17500.0,5.0,968.238955078125
17525.0,5.0,1061.2707934570312
17550.0,5.0,951.57490234375
17575.0,5.0,866.8453894042968
17600.0,5.0,797.3785864257812
17625.0,5.0,831.404970703125
17650.0,5.0,865.3836791992187
17675.0,5.0,747.7243505859375
17700.0,5.0,893.6281079101562
17725.0,5.0,1136.36556640625
17750.0,5.0,1080.4344165039063
17775.0,5.0,878.9981274414063
17800.0,5.0,1099.9768701171874
17825.0,5.0,849.0050854492188
17850.0,5.0,799.5675048828125
17875.0,5.0,907.1793603515625
17900.0,5.0,851.0775561523437
17925.0,5.0,634.7459204101563
17950.0,5.0,1136.1964892578126
17975.0,5.0,1144.4488159179687
18000.0,5.0,1150.7473901367186
18025.0,5.0,775.4389111328124
18050.0,5.0,972.208876953125
18075.0,5.0,787.5220874023438
18100.0,5.0,874.6916479492188
18125.0,5.0,1203.9257421875
18150.0,5.0,896.7847802734375
18175.0,5.0,998.595576171875
18200.0,5.0,1076.111455078125
18225.0,5.0,858.3868298339844
18250.0,5.0,786.6384741210937
18275.0,5.0,967.5108618164063
18300.0,5.0,833.2392504882813
18325.0,5.0,857.4223461914063
18350.0,5.0,681.5619812011719
18375.0,5.0,537.9953588867188
18400.0,5.0,672.03447265625
18425.0,5.0,856.623271484375
18450.0,5.0,699.2919299316407
18475.0,5.0,1030.5818017578124
18500.0,5.0,946.1955883789062
18525.0,5.0,645.1835107421875
18550.0,5.0,898.6838061523438
18575.0,5.0,1077.543173828125
18600.0,5.0,573.516572265625
18625.0,5.0,647.5753405761719
18650.0,5.0,853.0440625
18675.0,5.0,1062.0345556640625
18700.0,5.0,935.8794750976563
18725.0,5.0,894.88791015625
18750.0,5.0,1189.8443701171875
18775.0,5.0,818.5622741699219
18800.0,5.0,955.462607421875
18825.0,5.0,662.9692700195312
18850.0,5.0,715.3658825683593
18875.0,5.0,783.3651440429687
18900.0,5.0,723.0906860351563
18925.0,5.0,775.2413720703125
18950.0,5.0,916.6619604492188
18975.0,5.0,716.0439916992187
19000.0,5.0,848.6522534179687
19025.0,5.0,927.0614819335938
19050.0,5.0,646.7104089355469
19075.0,5.0,893.3507421875
19100.0,5.0,667.0397436523438
19125.0,5.0,857.7136315917969
19150.0,5.0,779.6527514648437
19175.0,5.0,514.5897741699218
19200.0,5.0,697.2264501953125
19225.0,5.0,1253.763955078125
19250.0,5.0,1001.7787353515625
19275.0,5.0,1071.4147155761718
19300.0,5.0,813.69935546875
19325.0,5.0,1040.7410766601563
19350.0,5.0,615.7442407226563
19375.0,5.0,569.7836096191406
19400.0,5.0,869.2820361328126
19425.0,5.0,813.9686901855468
19450.0,5.0,1011.1797216796875
19475.0,5.0,975.8812377929687
19500.0,5.0,855.5208154296874
19525.0,5.0,751.2871533203125
19550.0,5.0,723.0798168945313
19575.0,5.0,1022.1344262695312
19600.0,5.0,1135.9736328125
19625.0,5.0,1003.3460534667969
19650.0,5.0,702.9822766113281
19675.0,5.0,815.61341796875
19700.0,5.0,1078.893466796875
19725.0,5.0,749.4348303222656
19750.0,5.0,879.7394213867187
19775.0,5.0,840.8426489257813
19800.0,5.0,848.5651135253906
19825.0,5.0,1292.1257861328124
19850.0,5.0,802.2421118164062
19875.0,5.0,798.5026452636719
19900.0,5.0,881.3636279296875
19925.0,5.0,629.5555358886719
19950.0,5.0,695.1318103027344
19975.0,5.0,819.369697265625
20000.0,5.0,627.2413500976562
20025.0,5.0,642.3458996582032
20050.0,5.0,834.5132348632812
20075.0,5.0,840.4232348632812
20100.0,5.0,626.1064135742188
20125.0,5.0,576.5953662109375
20150.0,5.0,796.9690454101562
20175.0,5.0,1018.761015625
20200.0,5.0,806.6764038085937
20225.0,5.0,749.1258447265625
20250.0,5.0,909.5258154296876
20275.0,5.0,1205.3017211914062
20300.0,5.0,895.6649731445312
