epoch,is_best,train_loss,val_cost_gap,val_cost_gap_max_gap,val_cost_gap_mean_gap,val_cost_gap_median_gap,val_dispatch_error,val_dispatch_error_mae,val_dispatch_error_normalized_mae,val_dispatch_error_rmse,val_violation_rate,val_violation_rate_max_rate,val_violation_rate_mean_rate,val_weighted_score
17,False,614.1776143210275,-0.9630096348706219,0.9702622325221697,-0.9630096348706219,-0.9639101218928894,10.5082379160987,10.5082379160987,0.07805080531813914,30.740493818918864,0.48140159761740103,0.5937775073448817,0.48140159761740103,0.34805454480805526
18,False,603.764261936006,-0.9636318461100261,0.971162871354156,-0.9636318461100261,-0.9646287987795141,10.863838171429105,10.863838171429105,0.08102152711631465,31.016077866024442,0.5057814261979527,0.6204351836939653,0.5057814261979527,0.36042451360242295
19,False,605.5306840624128,-0.9643961863550875,0.9716738760471344,-0.9643961863550875,-0.9654642047981421,10.528574384053549,10.528574384053549,0.07841084019088107,30.632254096137153,0.48077270192404586,0.5894981884294086,0.48077270192404586,0.34807221258722587
20,False,595.1926626586915,-0.9640544677111837,0.9711419865489006,-0.9640544677111837,-0.965183487219943,10.330145036909315,10.330145036909315,0.07697132874372295,30.600962799919976,0.5128203106588788,0.6287519756787353,0.5128203106588788,0.3618116845022892
21,False,596.2143326713925,-0.9627719766232703,0.96995966826876,-0.9627719766232703,-0.96373298842046,10.63710133181678,10.63710133181678,0.07867558040647119,31.139246582455105,0.542802673180898,0.6585715960794025,0.542802673180898,0.3759424117766432
22,False,585.3430633762905,-0.964766289624903,0.9721592242850198,-0.964766289624903,-0.9657396392027537,10.493680871857537,10.493680871857537,0.0781614097254834,30.620310679541692,0.4906803885764546,0.6027776587340566,0.4906803885764546,0.35245543819836245
23,False,588.7116905575707,-0.961852189625303,0.9690734972225296,-0.961852189625303,-0.9628369078867965,10.716012962129382,10.716012962129382,0.07929013265985699,31.196964954800077,0.5053028602401416,0.6185937640898758,0.5053028602401416,0.35925206576752966
24,True,580.6226605042957,-0.9645533176594311,0.9718811942802535,-0.9645533176594311,-0.9655198346989022,10.45336823940277,10.45336823940277,0.07781675033894064,30.40565396202935,0.468703835958408,0.5809183044648832,0.468703835958408,0.34238959559975
25,False,579.4391733514695,-0.9649394730395741,0.972108386291398,-0.9649394730395741,-0.9658585776388645,10.34517579290602,10.34517579290602,0.07724635363812372,30.429602989620633,0.47936736871798835,0.5930657884809706,0.47936736871798835,0.3469701223642079
26,True,581.2439488765172,-0.9680382274256812,0.9749593328767353,-0.9680382274256812,-0.9691583831442727,10.088182995054456,10.088182995054456,0.07576401926634836,29.752415154774983,0.4535485099752744,0.5670540160106288,0.4535485099752744,0.33499446090129836
27,False,577.6989590490432,-0.9652242147094674,0.9726330524682999,-0.9652242147094674,-0.9662641272942225,10.424978076616924,10.424978076616924,0.07794187611281767,30.27241277694702,0.4635361549506585,0.576244717621141,0.4635361549506585,0.340187535449511
28,False,570.2462694149925,-0.9658862430022822,0.9732700062791506,-0.9658862430022822,-0.966849208391375,10.301812389161851,10.301812389161851,0.07700253893788178,30.17327970292833,0.4635575757010115,0.5769228193991714,0.4635575757010115,0.33984067588773026
29,False,566.204767801194,-0.9656810082991918,0.972926237947411,-0.9656810082991918,-0.9666891738772392,10.247518343925476,10.247518343925476,0.07650824194995282,30.22835635715061,0.5319533874839544,0.6577441076106495,0.5319533874839544,0.37037583407517743
30,False,567.9956119355701,-0.962750075591935,0.9698771006531186,-0.962750075591935,-0.9637821947038173,10.552705739869012,10.552705739869012,0.0782104875765095,30.975593155754936,0.4842411895924144,0.5927803145514594,0.4842411895924144,0.34937826228520924
